sim_minutes,n_riders_active,mean_stress_level,mean_congestion_index,pct_on_pavement,n_conflicts_this_step,cumulative_conflicts,deliveries_completed,pct_overdue
0.0,294,0.0,0.0,0.0,0,0,0,0.0
0.08333333333333333,294,0.0,0.27245445277006736,0.05102040816326531,30,30,0,0.0
0.16666666666666666,294,0.011827202675708297,0.2783350517629113,0.05782312925170068,32,62,0,0.0
0.25,294,0.023654405351416597,0.2806449112156279,0.05782312925170068,34,96,0,0.0
0.3333333333333333,294,0.03548160802712489,0.2809916261031591,0.05782312925170068,35,131,0,0.0
0.4166666666666667,294,0.047308810702833194,0.2780772219132447,0.05782312925170068,34,165,0,0.0
0.5,294,0.059136013378541484,0.2847049720744547,0.07142857142857142,37,202,0,0.0
0.5833333333333334,294,0.0709632160542498,0.2795199287783531,0.05782312925170068,37,239,0,0.0
0.6666666666666666,294,0.08279041872995808,0.29294200368001977,0.07482993197278912,34,273,0,0.0
0.75,294,0.09461762140566639,0.2963401111360295,0.07142857142857142,46,319,0,0.0
0.8333333333333334,294,0.10644482408137469,0.29649410491247224,0.07482993197278912,27,346,0,0.0
0.9166666666666666,294,0.11827202675708297,0.28852937500896686,0.07482993197278912,25,371,0,0.0
1.0,294,0.13009922943279129,0.29059880838306495,0.0782312925170068,22,393,0,0.0
1.0833333333333333,294,0.1419264321084996,0.29933846253088237,0.08843537414965986,18,411,0,0.0
1.1666666666666667,294,0.15375363478420787,0.2896783191972696,0.06802721088435375,19,430,0,0.0
1.25,294,0.16558083745991617,0.28686612760956787,0.06802721088435375,21,451,0,0.0
1.3333333333333333,294,0.17740804013562447,0.2903442254754208,0.07142857142857142,24,475,0,0.0
1.4166666666666667,294,0.18923524281133278,0.2851758960723975,0.06802721088435375,21,496,0,0.0
1.5,294,0.20106244548704108,0.284531313357844,0.06802721088435375,18,514,0,0.0
1.5833333333333333,294,0.21288964816274936,0.2904791070607397,0.07142857142857142,10,524,0,0.0
1.6666666666666667,294,0.22471685083845766,0.29802319616459555,0.07142857142857142,13,537,0,0.0
1.75,294,0.23654405351416594,0.2901481347181056,0.07142857142857142,16,553,0,0.0
1.8333333333333333,291,0.24435490097239607,0.2890715609051397,0.06529209621993128,12,565,3,0.0
1.9166666666666667,293,0.2520128163320504,0.28911110526982076,0.06484641638225255,13,578,4,0.0
2.0,293,0.2612334886006687,0.29437376070312465,0.06143344709897611,13,591,5,0.0
2.0833333333333335,294,0.2717624930099718,0.2858728839494269,0.06462585034013606,9,600,5,0.0
2.1666666666666665,294,0.2832680579263831,0.2880026244173598,0.07142857142857142,17,617,5,0.0
2.25,294,0.2948077511980132,0.28579528904675916,0.06802721088435375,11,628,5,0.0
2.3333333333333335,294,0.30634744446964335,0.2629029511682573,0.06802721088435375,17,645,5,0.0
2.4166666666666665,294,0.3178871377412734,0.26853503639217924,0.061224489795918366,16,661,5,0.0
2.5,294,0.3294268310129035,0.2826681066476985,0.061224489795918366,20,681,5,0.0
2.5833333333333335,294,0.34096652428453356,0.2904615512462099,0.06462585034013606,12,693,5,0.0
2.6666666666666665,294,0.3525062175561636,0.2852248284074463,0.061224489795918366,13,706,5,0.0
2.75,293,0.362497071097026,0.297967713311364,0.07508532423208192,11,717,6,0.0
2.8333333333333335,292,0.36969311085125756,0.29141525364364285,0.07191780821917808,11,728,8,0.0
2.9166666666666665,294,0.37846311492964435,0.2932185070643903,0.06802721088435375,15,743,8,0.0
3.0,292,0.3865969427937663,0.30076975948787477,0.07191780821917808,21,764,10,0.0
3.0833333333333335,293,0.39366633488925645,0.2990844956568153,0.06825938566552901,12,776,11,0.0
3.1666666666666665,294,0.40350563507702997,0.3042191183201035,0.07142857142857142,17,793,11,0.0
3.25,294,0.41476938273911945,0.30452755047230773,0.06462585034013606,7,800,11,0.0
3.3333333333333335,294,0.4260649773513618,0.31906703458176267,0.0782312925170068,17,817,11,0.0
3.4166666666666665,293,0.4356034143544627,0.3071275793946821,0.07849829351535836,11,828,12,0.0
3.5,294,0.445336394653302,0.3062499753801151,0.06462585034013606,20,848,12,0.0
3.5833333333333335,294,0.45655101921865293,0.30541464156373177,0.06462585034013606,14,862,12,0.0
3.6666666666666665,293,0.4662916472303576,0.3028026273003492,0.09556313993174062,16,878,13,0.0
3.75,294,0.47588109903858106,0.2878666108232812,0.07142857142857142,10,888,13,0.0
3.8333333333333335,293,0.4853475688611727,0.2898472488037713,0.09215017064846416,20,908,14,0.006802721088435374
3.9166666666666665,293,0.49296977182141244,0.27777401676466895,0.08191126279863481,21,929,15,0.006802721088435374
4.0,294,0.5021873013846576,0.2715963555953,0.07482993197278912,21,950,15,0.01020408163265306
4.083333333333333,293,0.5114364539537659,0.27469075293307377,0.06143344709897611,12,962,16,0.01020408163265306
4.166666666666667,293,0.5191110047842443,0.28862292428845326,0.06484641638225255,12,974,17,0.006802721088435374
4.25,293,0.5265781877963077,0.2885997392823331,0.08191126279863481,23,997,18,0.01020408163265306
4.333333333333333,293,0.5340369507423272,0.2952602289633006,0.08532423208191127,14,1011,19,0.01020408163265306
4.416666666666667,292,0.5398644884896453,0.2804170334992253,0.0684931506849315,17,1028,21,0.013605442176870748
4.5,291,0.5420765406687796,0.2764648281953142,0.06872852233676977,19,1047,24,0.023809523809523808
4.583333333333333,292,0.5472875339654091,0.27440876182061485,0.06506849315068493,18,1065,25,0.027210884353741496
4.666666666666667,291,0.5493241164380127,0.2592215429818904,0.06529209621993128,14,1079,28,0.023809523809523808
4.75,294,0.5541834214834972,0.25181984390916734,0.06462585034013606,21,1100,28,0.013605442176870748
4.833333333333333,291,0.5602348758952272,0.24336470130741625,0.061855670103092786,21,1121,31,0.017006802721088437
4.916666666666667,293,0.5635550505371723,0.24526535272723005,0.06484641638225255,21,1142,32,0.017006802721088437
5.0,294,0.5720423962618829,0.23953440771702558,0.06462585034013606,17,1159,32,0.017006802721088437
5.083333333333333,293,0.5810899304428353,0.258243577000197,0.06484641638225255,16,1175,33,0.023809523809523808
5.166666666666667,293,0.588064230173018,0.26530122356296304,0.06143344709897611,18,1193,34,0.030612244897959183
5.25,292,0.595716400743863,0.25635757090407996,0.06164383561643835,9,1202,36,0.030612244897959183
5.333333333333333,293,0.600364596287346,0.25274906323568663,0.06143344709897611,11,1213,37,0.04081632653061224
5.416666666666667,293,0.6067967454585634,0.2608488496713753,0.06143344709897611,17,1230,38,0.047619047619047616
