BusinessName,BusinessType,AddressLine1,PostCode,lon,lat,RatingValue,FHRSID
The Duck & Rice,Restaurant/Cafe/Canteen,90 BERWICK STREET,,-0.1349874,51.5134777,5,411347
The Duck Shed,Restaurant/Cafe/Canteen,20-21 LEICESTER SQUARE,WC2H 7JX,-0.1292758,51.5107698,5,1898864
The Eight Restaurant,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 68 SHAFTESBURY AVENUE,W1D 6LY,-0.1320282,51.5118299,5,1578893
The Escapologist,Restaurant/Cafe/Canteen,,WC2H 9LD,-0.1263202,51.51396,5,1006862
The Farmers Club,Restaurant/Cafe/Canteen,FIRST FLOOR 3 WHITEHALL COURT,SW1A 2EL,-0.1243754,51.5055207,5,412590
The Feathers Public House,Restaurant/Cafe/Canteen,THE FEATHERS PUBLIC HOUSE 18-20 BROADWAY,SW1H 0BH,-0.1329051,51.4992001,5,428017
The Firebird,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 29 POLAND STREET,W1F 8QR,-0.137285,51.5154476,5,1411856
The Flying Horse,Restaurant/Cafe/Canteen,6 OXFORD STREET,W1D 1AN,-0.1307664,51.5165227,5,427709
The Fount,Restaurant/Cafe/Canteen,SELFRIDGES 400 OXFORD STREET,W1A 1AB,-0.1528138,51.5145871,5,929699
The French House,Restaurant/Cafe/Canteen,49 DEAN STREET,W1D 5BG,-0.1316746,51.5127235,5,412876
The Future Plate,Other catering premises,SOMERSET HOUSE STRAND,WC2R 1LA,-0.1179524,51.5110203,5,1731266
The Gaslight Club,Restaurant/Cafe/Canteen,BASEMENT 4-5 DUKE OF YORK STREET,SW1Y 6LA,-0.1363587,51.5081308,5,411396
The Gentlemen Baristas Marble Arch,Restaurant/Cafe/Canteen,UNIT 1 5 MARBLE ARCH,W1H 7EJ,-0.159864,51.5136793,5,1518691
The Genuine Dining Company,Restaurant/Cafe/Canteen,LEVEL 7 SOUTH THE ADELPHI 1-11 JOHN ADAM STREET,WC2N 6HT,-0.1222111,51.5090922,5,1131391
The George,Restaurant/Cafe/Canteen,THE GEORGE PUBLIC HOUSE 55 GREAT PORTLAND STREET,W1W 7LQ,-0.1419382,51.5176257,5,454535
The George & Dragon Public House,Restaurant/Cafe/Canteen,151 CLEVELAND STREET,W1T 6QN,-0.1420669,51.5229604,5,412832
The George Club,Restaurant/Cafe/Canteen,89 MOUNT STREET,W1K 2SR,-0.1513206,51.5094647,5,1743829
The George Public House,Restaurant/Cafe/Canteen,1 D'ARBLAY STREET,W1F 8DG,-0.1352876,51.5149482,5,772590
The Glassblower Public House,Restaurant/Cafe/Canteen,THE GLASS BLOWER 42 GLASSHOUSE STREET,W1B 5DW,-0.1370078,51.5105871,5,428079
The Golden Hind Restaurant,Restaurant/Cafe/Canteen,73 MARYLEBONE LANE,W1U 2PN,-0.1509895,51.5179935,5,411596
The Good Eating Company,Restaurant/Cafe/Canteen,,WC2H 9BD,-0.1245523,51.514894,5,1746416
The Good Eating Company,Restaurant/Cafe/Canteen,,W1T 4BJ,-0.13672,51.522101,5,425587
The Grafton Arms,Restaurant/Cafe/Canteen,2 STRUTTON GROUND,SW1P 2HP,-0.1341002,51.4974565,5,428130
The Grand,Restaurant/Cafe/Canteen,1 GLASSHOUSE STREET,W1B 5DF,-0.1353542,51.5102763,5,1578896
The Grazing Goat,Restaurant/Cafe/Canteen,6 NEW QUEBEC STREET,W1H 7RQ,-0.1580601,51.5152991,5,411932
The Great Thai,Restaurant/Cafe/Canteen,14 RIDING HOUSE STREET,W1W 7HR,-0.1416533,51.5182507,5,924667
The Great Thai Grab&Go,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 53 GREAT PORTLAND STREET,W1W 7LF,-0.1417424,51.5174787,5,411906
The Great Thai Kitchen,Restaurant/Cafe/Canteen,70 OLD COMPTON STREET,W1D 4UL,-0.132901,51.5126891,5,1781746
The Green Man Public House,Restaurant/Cafe/Canteen,THE GREEN MAN PUBLIC HOUSE 383 EUSTON ROAD,NW1 3AU,-0.1431621,51.5236792,5,428186
The Guinea Public House,Restaurant/Cafe/Canteen,30 BRUTON PLACE,W1J 6NL,-0.1450004,51.5110825,5,772626
The Harley Street Clinic Ltd,Restaurant/Cafe/Canteen,GROUND FLOOR 35 WEYMOUTH STREET,W1G 8BJ,-0.1481693,51.5203591,5,414332
The High Llama Bakery & Deli,Restaurant/Cafe/Canteen,38 RIDING HOUSE STREET,W1W 7ES,-0.1394175,51.5189976,5,1800678
The House of Ho,Restaurant/Cafe/Canteen,,W1T 1DB,-0.1341142,51.5179152,5,1498716
THE HUNAN MAN,Restaurant/Cafe/Canteen,,W1T 5DQ,-0.137934,51.5232096,5,1660842
The Imperial,Restaurant/Cafe/Canteen,GROUND FLOOR 5 LEICESTER STREET,WC2H 7BL,-0.1310251,51.5109866,5,427790
The India 4 - Best of The City,Restaurant/Cafe/Canteen,8 Crane Court,EC4A 2EJ,-0.109175,51.514745,5,1830565
The Italian Greyhound,Restaurant/Cafe/Canteen,62 SEYMOUR STREET,W1H 5BN,-0.161159,51.5144481,5,896555
The Italians Wine Bar Marylebone,Restaurant/Cafe/Canteen,27B DEVONSHIRE STREET,W1G 6PW,-0.1516387,51.521198,5,1267312
The Ivy Asia Mayfair,Restaurant/Cafe/Canteen,8-10 NORTH AUDLEY STREET,W1K 6ZD,-0.153046,51.5127652,5,1496927
The Ivy Market Grill,Restaurant/Cafe/Canteen,1A HENRIETTA STREET,WC2E 8PS,-0.1227132,51.5112495,5,751059
The Ivy Restaurant,Restaurant/Cafe/Canteen,1-5 WEST STREET,WC2H 9NQ,-0.1282209,51.5129472,5,412229
The Ivy Soho Brasserie,Restaurant/Cafe/Canteen,AMALCO HOUSE 26-28 BROADWICK STREET,W1F 8JB,-0.1358073,51.5137341,5,952022
The Ivy Victoria Brasserie,Restaurant/Cafe/Canteen,66 VICTORIA STREET,SW1E 6SQ,-0.138442,51.4973277,5,1193960
The Kennel Club,Restaurant/Cafe/Canteen,1 CLARGES STREET,W1A 1GP,-0.14410811,51.50623939,5,410852
The King & Queen Public House,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 1 FOLEY STREET,W1W 6DL,-0.1386308,51.5202621,5,410787
The Kings Arms Public House,Restaurant/Cafe/Canteen,23 POLAND STREET,W1F 8QJ,-0.1371376,51.5151755,5,411940
The Kings Head,Restaurant/Cafe/Canteen,THE KINGS HEAD 10 STAFFORD STREET,W1S 4RX,-0.1412793,51.5086765,5,428134
The Knot Churros Knightsbridge,Restaurant/Cafe/Canteen,36 KNIGHTSBRIDGE,SW1X 7JN,-0.1570497,51.5024866,5,1629543
The Lantern,Restaurant/Cafe/Canteen,"""7th Floor""",NW1 2PL,-0.1390081,51.526563,5,1567458
The Lincoln Lunch Ednette,Restaurant/Cafe/Canteen,,WC2A 3EG,-0.1158164,51.5173799,5,1251721
The Living Room,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 3 GREEN'S COURT,W1F 0HD,-0.1344218,51.5125064,5,924663
The Long Acre,Restaurant/Cafe/Canteen,1 UPPER ST MARTIN'S LANE,WC2H 9NY,-0.1273054,51.5120783,5,412032
THE LOWER FIFTH COFFEE HOUSE,Restaurant/Cafe/Canteen,,WC1E 7BT,-0.1315638,51.5196551,5,1498712
The Maine Mayfair,Restaurant/Cafe/Canteen,6 MEDICI COURTYARD,W1S 1BR,-0.1445581,51.513837,5,1400844
The Mandrake,Restaurant/Cafe/Canteen,20 NEWMAN STREET,W1T 1PF,-0.13555594,51.51757014,5,971256
The Market Tavern,Restaurant/Cafe/Canteen,7 SHEPHERD STREET,W1J 7HR,-0.1468297,51.5061385,5,427733
THE MARLBOROUGH,Restaurant/Cafe/Canteen,24 NORTH AUDLEY STREET,W1K 6WB,-0.1538416,51.5134072,5,1884193
The Marylebone,Restaurant/Cafe/Canteen,93 MARYLEBONE HIGH STREET,W1U 4RE,-0.1521079,51.5199176,5,413846
The Mayfair Chippy,Restaurant/Cafe/Canteen,GROUND FLOOR 14 NORTH AUDLEY STREET,W1K 6WE,-0.1532605,51.5131643,5,720246
The Meat And Wine Company,Restaurant/Cafe/Canteen,WESTLAND HOUSE 17C CURZON STREET,W1J 5HS,-0.1489524,51.5067385,5,1518671
The Metropolitan Bar,Restaurant/Cafe/Canteen,7 STATION APPROACH MARYLEBONE ROAD,NW1 5LD,-0.1565968,51.5226231,5,428009
The Monocle Cafe,Restaurant/Cafe/Canteen,18 CHILTERN STREET,W1U 7QA,-0.1546195,51.5187611,5,550653
The Montague Pyke,Restaurant/Cafe/Canteen,GROUND FLOOR 105 CHARING CROSS ROAD,WC2H 0DT,-0.1302537,51.5139868,5,427876
The Newman,Restaurant/Cafe/Canteen,THE NEWMAN HOTEL 49-57 NEWMAN STREET,W1T 3EB,-0.1366725,51.5185924,5,1812734
The Ninth,Restaurant/Cafe/Canteen,,W1T 2NB,-0.1348121,51.5188255,5,877436
The Northumberland Arms,Restaurant/Cafe/Canteen,,W1T 5AW,-0.1373888,51.5234977,5,1784218
The Onion Garden Cafe,Restaurant/Cafe/Canteen,5 SEAFORTH PLACE,SW1E 6AB,-0.1370852,51.4980975,5,1650765
The Orangery,Restaurant/Cafe/Canteen,,WC1A 1DG,-0.1283948,51.5164392,5,1731679
The Orchard,Restaurant/Cafe/Canteen,1 GREAT CUMBERLAND PLACE,W1H 7AL,-0.1594246,51.5136299,5,1652137
The Other Bites,Restaurant/Cafe/Canteen,THE OTHER PALACE 12 PALACE STREET,SW1E 5JA,-0.1422613,51.4987101,5,1728385
The Oxford Market,Restaurant/Cafe/Canteen,11-13 MARKET PLACE,W1W 8AH,-0.1404294,51.5164507,5,411800
The Paddington Bear Experience,Restaurant/Cafe/Canteen,County Hall Riverside Building,SE1 7PB,-0.119264,51.50283,5,1758387
The Pasty Shop,Takeaway/sandwich shop,Unit 18 Euston Station,NW1 2DU,-0.133270993828774,51.5286674499512,5,425294
The Pavilion & Morning Room,Restaurant/Cafe/Canteen,78 ST JAMES'S STREET,SW1A 1LF,-0.1387156,51.5054614,5,1502837
The Penny Drop,Restaurant/Cafe/Canteen,,W1T 2AH,-0.1351186,51.5204941,5,1063474
The Pequod 2016,Takeaway/sandwich shop,Brunswick Market,WC1N 1AF,-0.123503997921944,51.5242729187012,5,1199702
The Phoenix Artist Club,Restaurant/Cafe/Canteen,,WC2H 8BU,-0.129476,51.5143251,5,424487
The Phoenix Public House,Restaurant/Cafe/Canteen,14 PALACE STREET,SW1E 5JA,-0.1420878,51.4987254,5,413464
The Phoenix Public House,Restaurant/Cafe/Canteen,37 CAVENDISH SQUARE,W1G 0PP,-0.1435586,51.5160596,5,427968
The Porcupine Public House,Restaurant/Cafe/Canteen,48 CHARING CROSS ROAD,WC2H 0BS,-0.1281839,51.5117416,5,427874
The Portman,Restaurant/Cafe/Canteen,51 UPPER BERKELEY STREET,W1H 7QW,-0.1611494,51.5151767,5,412134
The Portrait Pavilion,Takeaway/sandwich shop,11A CHARING CROSS ROAD,,-0.1286579,51.5100226,5,1637188
The Portrait Restaurant by Richard Corrigan,Restaurant/Cafe/Canteen,NATIONAL PORTRAIT GALLERY 2 ST MARTIN'S PLACE,WC2H 0HE,-0.1284529,51.5093988,5,412000
The Queen'S Head,Restaurant/Cafe/Canteen,15 DENMAN STREET,W1D 7HN,-0.1353686,51.5108489,5,413327
The Real Greek,Restaurant/Cafe/Canteen,397 STRAND,WC2R 0LP,-0.122179,51.5104144,5,1177676
The Real Greek,Restaurant/Cafe/Canteen,GROUND FLOOR 50-51 BERWICK STREET,W1F 8SJ,-0.1361748,51.5154569,5,1955292
The Real Greek,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 56 PADDINGTON STREET,W1U 4HY,-0.1529334,51.5205331,5,1955313
The Real Greek,Restaurant/Cafe/Canteen,54 ST MARTIN'S LANE,WC2N 4EA,-0.126809,51.5108294,5,1955308
The Refinery,Restaurant/Cafe/Canteen,,NW1 3FG,-0.1389081,51.525833,5,1045548
The Restaurant,Restaurant/Cafe/Canteen,GROUND FLOOR NORTH REAR 5-7 CARLTON GARDENS,SW1Y 5AD,-0.133999,51.505926,5,1468080
The Ritz Hotel,Restaurant/Cafe/Canteen,THE RITZ HOTEL 150-156 PICCADILLY,W1J 9BR,-0.1413984,51.5071676,5,411626
The Riverside Group,Other catering premises,STAFFORD HOUSE COSWAY STREET,NW1 6TJ,-0.1539612,51.5225637,5,1398559
The Rock & Sole Plaice,Restaurant/Cafe/Canteen,,WC2H 9AJ,-0.1251617,51.5147958,5,424166
The Rugby Tavern,Restaurant/Cafe/Canteen,,WC1N 3ES,-0.117253996431828,51.5216636657715,5,1635487
The Salad Kitchen,Takeaway/sandwich shop,28 AVERY ROW,W1K 4AZ,-0.1457241,51.5124249,5,1450604
THE SALAD PROJECT,Restaurant/Cafe/Canteen,Unit A Tottenham Walk,W1T 1BJ,-0.1321773,51.5176955,5,1768446
The Salad Project,Restaurant/Cafe/Canteen,23-25 GREAT PORTLAND STREET,W1W 8QD,-0.1411387,51.5165533,5,1609829
The Savoy Tap,Restaurant/Cafe/Canteen,2 SAVOY STREET,WC2R 0BA,-0.1194126,51.5109089,5,427926
The Scotch of St James,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 13 MASON'S YARD,SW1Y 6BU,-0.1370222,51.5077637,5,414418
The Ship & Shovell,Restaurant/Cafe/Canteen,GROUND FLOOR 1 CRAVEN PASSAGE,WC2N 5PH,-0.1246224,51.507575,5,414400
The Ship Public House,Restaurant/Cafe/Canteen,116 WARDOUR STREET,W1F 0TT,-0.1341695,51.5140941,5,427890
The Silver Cross Public House,Restaurant/Cafe/Canteen,33 WHITEHALL,SW1A 2BX,-0.1269993,51.5065429,5,427930
The Social,Restaurant/Cafe/Canteen,5 LITTLE PORTLAND STREET,W1W 7JD,-0.140809,51.517392,5,412477
The Soho Kitchen,Other catering premises,1 SOHO PLACE,W1D 3BG,-0.1308415,51.5157259,5,1619618
The Soho Social,Restaurant/Cafe/Canteen,9 BERWICK STREET,W1F 0PJ,-0.1344917,51.5132629,5,1712451
The Soup Kitchen,Restaurant/Cafe/Canteen,,W1T 4TB,-0.1349706,51.5209413,5,759314
The Speaker Public House,Restaurant/Cafe/Canteen,46 GREAT PETER STREET,SW1P 2HA,-0.1323059,51.4969423,5,413740
THE SQUARE TAVERN,Takeaway/sandwich shop,Square Tavern,NW1 2PE,-0.1378422,51.5259195,5,1784237
The Store X,Takeaway/sandwich shop,180 STRAND,WC2R 1EA,-0.1150843,51.5124221,5,1411860
The Street,Restaurant/Cafe/Canteen,,NW1 3AN,-0.140056997537613,51.5248870849609,5,1884340
The Strings,Restaurant/Cafe/Canteen,County Hall Riverside Building,SE1 7PB,-0.119264,51.50283,5,1567366
THE SUSHI CO,Restaurant/Cafe/Canteen,,WC1X 8LS,-0.111951,51.5198807,5,1453186
The Top Hat Bar & Restaurant,Restaurant/Cafe/Canteen,,W1T 7PS,-0.1333345,51.520061,5,1391974
The University Women's Club,Restaurant/Cafe/Canteen,2 AUDLEY SQUARE,W1K 1DB,-0.1504168,51.5072292,5,428176
The Vault/The Shack,Restaurant/Cafe/Canteen,BUSH HOUSE 30 ALDWYCH,WC2B 4BG,-0.1177417,51.5122849,5,988467
The Veeraswamy,Restaurant/Cafe/Canteen,BASEMENT AND FIRST FLOOR REAR AND MEZZANINE VICTORY HOUSE 99-101 REGENT STREET,W1B 4EZ,-0.1379268,51.5099632,5,413493
The Victory (Services) Association,Restaurant/Cafe/Canteen,63-79 SEYMOUR STREET,W2 2HF,-0.1621809,51.5138979,5,413445
The Windmill Public House,Restaurant/Cafe/Canteen,6-8 MILL STREET,W1S 2AZ,-0.1422667,51.5123882,5,772650
The Wolseley,Restaurant/Cafe/Canteen,157-160 PICCADILLY,W1J 9EA,-0.1409547,51.5074484,5,411628
Therapie Clinic Victoria St,Restaurant/Cafe/Canteen,147 VICTORIA STREET,SW1E 5NH,-0.1395759,51.4967252,5,1427796
Thirst,Restaurant/Cafe/Canteen,53 GREEK STREET,W1D 3DR,-0.1550147,51.5125534,5,410963
Thomas Franks Ltd,Restaurant/Cafe/Canteen,,W1T 2JG,-0.1338247,51.518648,5,1918496
Three Crowns Public House,Restaurant/Cafe/Canteen,19 BABMAES STREET,SW1Y 6HD,-0.1351849,51.5086427,5,428025
Three Greyhounds Public House,Restaurant/Cafe/Canteen,THE THREE GREYHOUNDS PUBLIC HOUSE 25 GREEK STREET,W1D 5DD,-0.1302758,51.5134476,5,428094
Three Sisters Nature's Studio,Restaurant/Cafe/Canteen,22 BROOK'S MEWS,W1K 4DY,-0.1472477,51.5121702,5,1857240
Three Tuns Public House,Restaurant/Cafe/Canteen,1 PORTMAN MEWS SOUTH,W1H 6HP,-0.1559433,51.5145374,5,427825
Thunderbird Fried Chicken,Takeaway/sandwich shop,29 VILLIERS STREET,WC2N 6ND,-0.1236767,51.5081444,5,1112335
Tikkas,Restaurant/Cafe/Canteen,1 GREAT TITCHFIELD STREET,W1W 8AU,-0.1398629,51.5165586,5,1822223
Timmy Green,Restaurant/Cafe/Canteen,11 SIR SIMON MILTON SQUARE,SW1E 5DJ,-0.1437831,51.4978391,5,1177668
Tintico,Restaurant/Cafe/Canteen,GROUND FLOOR 57 GREEK STREET,W1D 3DX,-0.1313436,51.5144718,5,1024587
TIRAFFE,Restaurant/Cafe/Canteen,Unit 2,WC1B 5HA,-0.1207311,51.5177375,5,1670107
Titu Oxford Street,Restaurant/Cafe/Canteen,WINDSOR HOUSE 40-41 GREAT CASTLE STREET,W1W 8LU,-0.140474,51.5160647,5,1671898
Titu Restaurant,Restaurant/Cafe/Canteen,1A SHEPHERD MARKET,W1J 7PA,-0.1464886,51.5063759,5,1706386
TOFU VEGAN CHARLOTTE STREET,Restaurant/Cafe/Canteen,,W1T 2NQ,-0.135033,51.5190629,5,1751451
TOKKIA,Restaurant/Cafe/Canteen,,WC2H 9DA,-0.1266699,51.5149189,5,1899852
Toklas Restaurant,Restaurant/Cafe/Canteen,1 SURREY STREET,WC2R 2ND,-0.1153971,51.5121086,5,1392209
Tokyo Diner,Restaurant/Cafe/Canteen,2 NEWPORT PLACE,WC2H 7JP,-0.1293324,51.5118499,5,413922
Tom Cribb Public House,Restaurant/Cafe/Canteen,36 PANTON STREET,SW1Y 4EA,-0.1318307,51.5096145,5,411971
Tommi's Burger Joint,Restaurant/Cafe/Canteen,30 THAYER STREET,W1U 2QP,-0.1512489,51.5176379,5,580309
Tommi'S Burger Joint,Restaurant/Cafe/Canteen,BASEMENT WEST AND GROUND FLOOR 37 BERWICK STREET,W1F 8RS,-0.1356465,51.5146302,5,941369
Tonkotsu,Restaurant/Cafe/Canteen,BASEMENT TO FIRST FLOOR 63 DEAN STREET,W1D 4QG,-0.1322947,51.5130661,5,535873
Tonkotsu @ Selfridges,Restaurant/Cafe/Canteen,CONCESSION SELFRIDGES 400 OXFORD STREET,W1A 1AB,-0.1528138,51.5145871,5,908533
Topnotch Gyms Soho,Restaurant/Cafe/Canteen,H2 LEISURE CENTRE DUFOUR'S PLACE,W1F 7SH,-0.1374958,51.5136828,5,1624419
Tortilla,Takeaway/sandwich shop,,WC1N 1LJ,-0.1246657,51.5230073,5,1020970
Tortilla,Restaurant/Cafe/Canteen,GROUND FLOOR 6 MARKET PLACE,W1W 8AF,-0.1400091,51.516507,5,411797
Tortilla,Restaurant/Cafe/Canteen,460 STRAND,WC2R 0RG,-0.1265858,51.5081909,5,741330
TORTILLA,Restaurant/Cafe/Canteen,Euston Railway Station,NW1 2HS,-0.133270993828774,51.5286674499512,5,1222851
Tortilla / Chilango,Takeaway/sandwich shop,88 WARDOUR STREET,W1F 0TH,-0.1337945,51.5133957,5,1154429
Tossed,Restaurant/Cafe/Canteen,GROUND FLOOR 100-101 ST MARTIN'S LANE,WC2N 4AZ,-0.1271507,51.5104148,5,428192
Tossed,Restaurant/Cafe/Canteen,UNIT 61 GROUND FLOOR 55 BAKER STREET,W1U 8EW,-0.1563434,51.5189051,5,1398557
TOSSED,Restaurant/Cafe/Canteen,,WC1X 8HG,-0.1111979,51.5185736,5,1513620
Tossed,Restaurant/Cafe/Canteen,54 VICTORIA STREET,SW1E 6AN,-0.1368126,51.4977155,5,1628123
Toum,Restaurant/Cafe/Canteen,18A MADDOX STREET,W1S 1PH,-0.1420555,51.513329,5,1765495
Town,Restaurant/Cafe/Canteen,26-29 DRURY LANE,WC2B 5RL,-0.1229805,51.5149138,5,1827045
Tramp,Restaurant/Cafe/Canteen,40 JERMYN STREET,SW1Y 6DN,-0.1378258,51.5081991,5,411549
TRAMP HEALTH (MAYFAIR) LIMITED,Restaurant/Cafe/Canteen,30 GROSVENOR SQUARE,W1K 6AN,-0.1531533,51.5111842,5,1932713
Travellers Club,Restaurant/Cafe/Canteen,106 PALL MALL,SW1Y 5EP,-0.132986,51.5067373,5,413480
Treats,Restaurant/Cafe/Canteen,PLATFORM 1 & 2 BAKER STREET STATION MARYLEBONE ROAD,NW1 5LA,-0.156879,51.5231311,5,413160
Treats,Restaurant/Cafe/Canteen,6 BRIDGE STREET,SW1A 2JR,-0.1245199,51.5011496,5,1438225
Treelogy Coffee,Restaurant/Cafe/Canteen,100 Fetter Lane,EC4A 1ES,-0.109446,51.516206,5,1814295
Tresind London,Restaurant/Cafe/Canteen,13-14 HANOVER STREET,W1S 1YH,-0.142283,51.5137081,5,1907896
Trishna,Restaurant/Cafe/Canteen,15-17 BLANDFORD STREET,,-0.1514315,51.5191785,5,413590
TRUEDAN,Restaurant/Cafe/Canteen,,WC2B 6PP,-0.1204963,51.5167895,5,1768456
TRUEDAN,Restaurant/Cafe/Canteen,UNIT K1,WC1N 1AW,-0.123248,51.5238299,5,1411758
Truffle,Restaurant/Cafe/Canteen,22 BATEMAN STREET,W1D 3AN,-0.1313376,51.5142649,5,912391
Tsujiri,Restaurant/Cafe/Canteen,33 NEWPORT COURT,WC2H 7PQ,-0.1291019,51.5119888,5,785220
Turf Club,Restaurant/Cafe/Canteen,5 CARLTON HOUSE TERRACE,SW1Y 5AQ,-0.132649,51.5058146,5,412344
Two Chairmen Public House,Restaurant/Cafe/Canteen,TWO CHAIRMEN 39 DARTMOUTH STREET,SW1H 9BP,-0.13145,51.5006067,5,427975
Two Floors,Restaurant/Cafe/Canteen,GROUND FLOOR 3 KINGLY STREET,W1B 5PD,-0.1385682,51.5122576,5,1761644
TZATZIKI,Restaurant/Cafe/Canteen,STAGS HEAD 102 NEW CAVENDISH STREET,W1W 6XW,-0.1431853,51.5199206,5,1277498
UCH At Westmorland Street,Other catering premises,GROUND FLOOR 16-18 WESTMORELAND STREET,W1G 8PH,-0.1497431,51.5195836,5,428160
UCLH Cancer Centre part of HCA,Restaurant/Cafe/Canteen,The Uclh Cancer Centre,WC1E 6AG,-0.133391,51.522066,5,717325
Ugly Dumpling,Restaurant/Cafe/Canteen,30 RATHBONE PLACE,W1T 1JQ,-0.1345392,51.5177421,5,1403917
Ukiyo Hand Roll Bar,Restaurant/Cafe/Canteen,GROUND AND BASEMENT FLOOR 8 SLINGSBY PLACE,WC2E 9AB,-0.1261691,51.5127256,5,1737197
Ukiyo Restaurant,Restaurant/Cafe/Canteen,GROUND AND BASEMENT FLOOR 8 SLINGSBY PLACE,WC2E 9AB,-0.1261691,51.5127256,5,1753471
ULI,Restaurant/Cafe/Canteen,15 SEYMOUR PLACE,W1H 5BE,-0.1613907,51.5149107,5,1624394
Umu Restaurant,Restaurant/Cafe/Canteen,14-16 BRUTON PLACE,W1J 6LX,-0.1443957,51.5114237,5,413329
Unison,Restaurant/Cafe/Canteen,Unison Centre,NW1 2AY,-0.1295975,51.5282388,5,667816
University Of London,Restaurant/Cafe/Canteen,NUTFORD HOUSE BROWN STREET,W1H 5UL,-0.1630093,51.5169504,5,772624
"Upper Crust, Barrier Line",Takeaway/sandwich shop,Unit 23 Euston Station,NW1 2DU,-0.133270993828774,51.5286674499512,5,424182
Urban Baristas,Restaurant/Cafe/Canteen,GROUND FLOOR RIGHT DACRE HOUSE 19 DACRE STREET,SW1H 0DJ,-0.1322513,51.4989828,5,1791322
Urban Greens,Restaurant/Cafe/Canteen,20 PALMER STREET,SW1H 0PH,-0.1354123,51.498425,5,1136223
UVA Cantina,Restaurant/Cafe/Canteen,12 Tavistock Street,WC2E 7PH,-0.121424,51.5114087,5,1893203
UZUMAKI LONDON,Takeaway/sandwich shop,,WC1B 3NA,-0.1292994,51.5175777,5,1498750
Vagabond Wines,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 25 CHARLOTTE STREET,W1T 1RW,-0.1352379,51.5186345,5,1731268
Vapiano,Restaurant/Cafe/Canteen,19-21 GREAT PORTLAND STREET,W1W 8QB,-0.1413708,51.5163397,5,772544
Vasiniko',Restaurant/Cafe/Canteen,7-9 BURLEIGH STREET,WC2E 7PW,-0.1211943,51.5113871,5,1453033
Vasinikó,Restaurant/Cafe/Canteen,9 ADELAIDE STREET,WC2N 4HZ,-0.1257184,51.5093102,5,1802741
VIA EMILIA,Restaurant/Cafe/Canteen,,W1T 1SH,-0.1358049,51.5188683,5,426301
Victoria House Coffee & Food,Other catering premises,,WC1A 1NH,-0.1263654,51.517423,5,1556641
Victory House Wine Bar,Restaurant/Cafe/Canteen,VICTORY HOUSE HOTEL 14 LEICESTER PLACE,WC2H 7BZ,-0.1300491,51.5112408,5,1666248
Village Soho,Restaurant/Cafe/Canteen,BASEMENT GROUND FLOOR AND PART FIRST FLOOR 81 WARDOUR STREET,W1D 6QD,-0.1333589,51.5124176,5,412183
Violet?s,Restaurant/Cafe/Canteen,19 BERWICK STREET,W1F 0PX,-0.1348187,51.5137268,5,411335
VOUG,Restaurant/Cafe/Canteen,45-49 EDGWARE ROAD,W2 2HZ,-0.1634029,51.5150501,5,1619627
VQ Bloomsbury,Restaurant/Cafe/Canteen,,WC1B 3NQ,-0.130415,51.517298,5,667838
W1M,Other catering premises,16 BABMAES STREET,SW1Y 6AH,-0.1351854,51.5084874,5,1706385
Wa Cafe,Restaurant/Cafe/Canteen,6 THAYER STREET,W1U 3JQ,-0.1516501,51.5176982,5,1582510
Wa Cafe,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 5 NEW ROW,WC2N 4LH,-0.1264131,51.5109939,5,1226816
Wafflemeister,Takeaway/sandwich shop,31 COVENTRY STREET,W1D 6AS,-0.1317716,51.5100003,5,1728414
Wafflemeister,Takeaway/sandwich shop,550 OXFORD STREET,W1C 1LY,-0.1585462,51.5139668,5,1357865
Wafflemeister,Restaurant/Cafe/Canteen,369 OXFORD STREET,W1C 2JW,-0.1487316,51.5143159,5,411041
Wagamama,Restaurant/Cafe/Canteen,101A WIGMORE STREET,W1U 1QR,-0.1524148,51.515543,5,411279
Wagamama,Restaurant/Cafe/Canteen,UNIT 8 GROUND FLOOR 5 CARDINAL WALK,SW1E 5JE,-0.1406295,51.497302,5,414592
Wagamama,Restaurant/Cafe/Canteen,Unit 7,SE1 8XX,-0.116837,51.505786,5,483137
Wagamama,Restaurant/Cafe/Canteen,17 BEDFORD STREET,WC2E 9HP,-0.1246955,51.51075,5,944342
Wagamama,Restaurant/Cafe/Canteen,UNIT 1 6 MARBLE ARCH,W1H 7EJ,-0.1605197,51.5139097,5,1496914
Wagamama,Restaurant/Cafe/Canteen,,WC2B 6PQ,-0.1203478,51.516895,5,516225
Wagamama,Restaurant/Cafe/Canteen,42 GREAT MARLBOROUGH STREET,,-0.1388516,51.5141415,5,772645
Wahaca,Restaurant/Cafe/Canteen,66 CHANDOS PLACE,WC2N 4HG,-0.1246114,51.5102997,5,780868
