BusinessName,BusinessType,AddressLine1,PostCode,lon,lat,RatingValue,FHRSID
Green Man Public House,Restaurant/Cafe/Canteen,GREEN MAN 36 RIDING HOUSE STREET,W1W 7EP,-0.1394356,51.518908,5,427992
Green Man Public House,Restaurant/Cafe/Canteen,THE GREEN MAN 57 BERWICK STREET,W1F 8SR,-0.1367048,51.5155373,5,427778
Green Shoots,Takeaway/sandwich shop,RCA HOUSE 50-52 CURZON STREET,W1J 7UP,-0.1457186,51.5068853,5,1582513
Greens and Beans,Restaurant/Cafe/Canteen,Unit 2,WC1A 1JN,-0.1253877,51.5173624,5,1844538
Greggs,Restaurant/Cafe/Canteen,GROUND 143 STRAND,WC2R 1JA,-0.1183693,51.5113957,5,414195
Greggs,Restaurant/Cafe/Canteen,CONCESSION AT 14-28 OXFORD STREET,,-0.1310885,51.5165174,5,1553367
Greggs,Takeaway/sandwich shop,WESTMINSTER STATION BRIDGE STREET,SW1A 2JR,-0.1248658,51.5013128,5,1028828
Greggs,Restaurant/Cafe/Canteen,12A STRUTTON GROUND,SW1P 2HP,-0.134082,51.4971954,5,428131
Greggs,Takeaway/sandwich shop,29-31 PALMER STREET,SW1H 0PH,-0.1352795,51.4982127,5,839683
Greggs Ltd,Takeaway/sandwich shop,,WC1V 6DR,-0.11182362,51.51825965,5,1945683
Greggs PLC,Takeaway/sandwich shop,Unit 2  101/106,W1T 4TT,-0.136691,51.5226393,5,1417960
Grilandia,Restaurant/Cafe/Canteen,10 GROSVENOR STREET,W1K 4QB,-0.1457347,51.5121643,5,1745432
Grilandia,Restaurant/Cafe/Canteen,11-12 HANOVER STREET,W1S 1YQ,-0.1425043,51.5136329,5,1809089
Groucho Club,Restaurant/Cafe/Canteen,44-45 DEAN STREET,W1D 4QB,-0.1318985,51.5132397,5,412874
Guido's,Restaurant/Cafe/Canteen,10 KINGSWAY,WC2B 6LH,-0.1173235,51.5136901,5,1693246
GUILIN RAMEN HOUSE,Restaurant/Cafe/Canteen,,W1T 5DP,-0.1382849,51.52344,5,1726428
Guillam Coffee House,Restaurant/Cafe/Canteen,61 CURZON STREET,W1J 8PD,-0.1449084,51.5076728,5,1627349
Gunpowder,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 20 GREEK STREET,W1D 4DU,-0.1551383,51.51268452,5,1383441
Guo C100 Fruitlife,Restaurant/Cafe/Canteen,35 NEWPORT COURT,WC2H 7PQ,-0.1289266,51.5119693,5,1065478
Gymkhana,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 42 ALBEMARLE STREET,W1S 4JH,-0.1416356,51.5084214,5,413545
H&W Catering Ltd,Restaurant/Cafe/Canteen,21 ARLINGTON STREET,SW1A 1RN,-0.141331,51.5066989,5,1592667
H&W Catering Ltd,Restaurant/Cafe/Canteen,CARDINAL HOUSE 39-40 ALBEMARLE STREET,W1S 4JQ,-0.1418291,51.5086223,5,1962985
H.I.S. EUROPE LTD,Takeaway/sandwich shop,,WC2H 8EB,-0.1260654,51.5163031,5,1391975
Hachi Restaurant,Restaurant/Cafe/Canteen,56 BREWER STREET,W1F 9TJ,-0.136022,51.5114348,5,1206509
Hagen Espresso Bar,Restaurant/Cafe/Canteen,25 NORTH AUDLEY STREET,W1K 6WS,-0.1537876,51.5133165,5,1763952
Hagen Espresso Bar,Restaurant/Cafe/Canteen,6 BROOK STREET,W1S 1BB,-0.1448154,51.5135076,5,1686863
Hagen Espresso Bar,Restaurant/Cafe/Canteen,15-16 RUSSELL STREET,WC2B 5HP,-0.12134155,51.51265428,5,1876415
Hagen Espresso Bar Marylebone,Restaurant/Cafe/Canteen,82 MARYLEBONE HIGH STREET,W1U 4QN,-0.1521253,51.5205564,5,1415418
Haidilao Hot Pot,Restaurant/Cafe/Canteen,UNITS 4 AND 5 TROCADERO 13 COVENTRY STREET,W1D 7AB,-0.1329864,51.5109548,5,1098666
Hakkasan,Restaurant/Cafe/Canteen,17 BRUTON STREET,W1J 6QB,-0.1445389,51.5103828,5,631982
Half Cup,Restaurant/Cafe/Canteen,,WC1H 9NT,-0.124834,51.527919,5,759353
Half Million,Restaurant/Cafe/Canteen,407 OXFORD STREET,W1C 2PA,-0.1508036,51.5140428,5,1540576
Halfway To Heaven,Restaurant/Cafe/Canteen,7 DUNCANNON STREET,WC2N 4JF,-0.1265145,51.5084716,5,411372
Hans & Gretel,Restaurant/Cafe/Canteen,188-196 REGENT STREET,W1B 5BT,-0.1400732,51.512812,5,1559404
Happy Lamb Hot Pot Restaurant,Restaurant/Cafe/Canteen,,WC1A 1AD,-0.1241778,51.517343,5,1199658
Hard Rock Cafe,Restaurant/Cafe/Canteen,150 OLD PARK LANE,W1K 1QZ,-0.1491226,51.5039625,5,412551
Hard Rock Cafe Piccadilly,Takeaway/sandwich shop,CRITERION BUILDING 225-229 PICCADILLY,W1J 9HR,-0.1336645,51.5098775,5,1269077
Harris  Hoole,Restaurant/Cafe/Canteen,24 MORTIMER STREET,W1T 3JP,-0.1392182,51.5182301,5,1602042
Harris  Hoole,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 136-138 NEW CAVENDISH STREET,W1W 6YD,-0.140471,51.5203812,5,1013735
Harris And Hoole,Restaurant/Cafe/Canteen,191 - 192 Fleet Street,EC4A 2NJ,-0.1109134,51.5139557,5,1621478
Harry Gordons Bar & Kitchen,Restaurant/Cafe/Canteen,SELFRIDGES 400 OXFORD STREET,W1A 1AB,-0.1528138,51.5145871,5,1526585
Hash Hut,Restaurant/Cafe/Canteen,The Understudy,SE1 9PX,-0.11406,51.5068661,5,1889448
Hawksmoor,Restaurant/Cafe/Canteen,5A AIR STREET,W1J 0AD,-0.1361765,51.5096569,5,522125
Hawksmoor Seven Dials,Restaurant/Cafe/Canteen,11 LANGLEY STREET,WC2H 9JG,-0.1257507,51.5134384,5,743934
Hayward Gallery Cafe,Restaurant/Cafe/Canteen,Hayward Gallery South Bank,SE1 8XZ,-0.11757,51.506886,5,1092104
HCA ON 5TH FLOOR GRAFTON WAY BUILDING 1,Restaurant/Cafe/Canteen,Grafton Way Building,WC1E 6AS,-0.136885,51.5248926,5,1602487
Healthy Ambitions Ltd,Restaurant/Cafe/Canteen,12 ST JAMES'S STREET,SW1A 1ER,-0.1386563,51.5061528,5,1559406
Heard Burger,Restaurant/Cafe/Canteen,31 FOUBERT'S PLACE,W1F 7QF,-0.1389605,51.5139454,5,1859915
Heavenly Desserts Marylbone,Restaurant/Cafe/Canteen,138 MARYLEBONE ROAD,NW1 5PH,-0.1582662,51.5223346,5,1531150
Hefaure,Takeaway/sandwich shop,108 SHAFTESBURY AVENUE,W1D 5EB,-0.130916,51.5122438,5,1257283
Hefaure,Restaurant/Cafe/Canteen,3 SIR SIMON MILTON SQUARE,SW1E 5DJ,-0.1433864,51.4972099,5,1435811
Helen Darroze Restaurant,Restaurant/Cafe/Canteen,RESTAURANT CONNAUGHT HOTEL CARLOS PLACE,W1K 2AL,-0.1496064,51.5101571,5,615381
Hey Tea Baker?s Street,Takeaway/sandwich shop,UNIT 61 GROUND FLOOR 55 BAKER STREET,W1U 8EW,-0.1563434,51.5189051,5,1740520
Heytea,Takeaway/sandwich shop,GROUND FLOOR MIDDLE WINGATE HOUSE 93-107 SHAFTESBURY AVENUE,W1D 5DA,-0.1304611,51.5127941,5,1647367
HEYTEA NEW OXFORD STREET,Restaurant/Cafe/Canteen,,WC1A 1BH,-0.1254531,51.5168239,5,1751423
Hibox,Takeaway/sandwich shop,,W1T 4LX,-0.1361016,51.5193676,5,1251810
Hide,Restaurant/Cafe/Canteen,GROUND FLOOR 85-87 PICCADILLY,W1J 7NB,-0.1444484,51.5062267,5,1043545
Hide and Greek,Restaurant/Cafe/Canteen,20-21 LEICESTER SQUARE,WC2H 7JX,-0.1292758,51.5107698,5,1898867
High Holborn Residence- July to Sept visit only see text,Restaurant/Cafe/Canteen,,WC1V 7AA,-0.1247861,51.515869,5,424257
HIMI,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 4 NEWBURGH STREET,W1F 7RF,-0.1385014,51.5135425,5,1800688
Hinaga,Restaurant/Cafe/Canteen,SELFRIDGES 400 OXFORD STREET,W1A 1AB,-0.1528138,51.5145871,5,1929449
HINAGA LIMITED,Restaurant/Cafe/Canteen,,W1T 1SW,-0.1359722,51.5190058,5,1844537
Hive Restaurant,Restaurant/Cafe/Canteen,CONCESSION SELFRIDGES 400 OXFORD STREET,W1A 1AB,-0.1528138,51.5145871,5,1293006
Hobsons Fish and Chips,Restaurant/Cafe/Canteen,13 VILLIERS STREET,WC2N 6ND,-0.1241992,51.5084046,5,1660544
Holiday Inn London - Bloomsbury,Restaurant/Cafe/Canteen,,WC1N 1HT,-0.124975003302097,51.5239028930664,5,425697
Holland And Barrett,Takeaway/sandwich shop,BASEMENT AND GROUND FLOOR 39 LONG ACRE,WC2E 9LG,-0.1243732,51.5129397,5,952018
Home House,Restaurant/Cafe/Canteen,20 PORTMAN SQUARE,,-0.15668,51.51625,5,411801
Honest Burger,Restaurant/Cafe/Canteen,Unit 9,SE1 8XX,-0.116838000714779,51.5057754516602,5,1028874
Honest Burger,Restaurant/Cafe/Canteen,17 GARRICK STREET,WC2E 9BL,-0.1265634,51.5115449,5,1228490
Honest Burger,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 4 MEARD STREET,W1F 0EF,-0.1329721,51.5134186,5,413853
Honest Burger,Restaurant/Cafe/Canteen,84 BREWER STREET,W1F 9UB,-0.1372028,51.5107521,5,413320
Honest Burgers,Restaurant/Cafe/Canteen,,W1T 5AL,-0.1374512,51.5233818,5,947358
Honest Burgers,Restaurant/Cafe/Canteen,GROUND FLOOR 4 MARKET PLACE,W1W 8AD,-0.1398496,51.5165315,5,411795
Honest Greens,Restaurant/Cafe/Canteen,21-25 ST ANNE'S COURT,W1F 0BJ,-0.1338638,51.5145209,5,1884200
HONEST GRIND COFFEE,Restaurant/Cafe/Canteen,Old Diorama Arts Centre Regents Place,NW1 3FE,-0.1392396,51.5261889,5,1722411
HONEY & CO,Takeaway/sandwich shop,,WC1N 3NG,-0.1187354,51.5217433,5,1640858
HONEY AND CO,Restaurant/Cafe/Canteen,,WC1N 3LW,-0.1182648,51.5219695,5,1468662
HONG JI,Restaurant/Cafe/Canteen,,NW1 3AD,-0.1398492,51.5243191,5,1788799
Honi Poke,Restaurant/Cafe/Canteen,13 BAKER STREET,W1U 3AH,-0.1557667,51.5171245,5,1781727
Honi Poke,Restaurant/Cafe/Canteen,24 PALMER STREET,SW1H 0PH,-0.1354684,51.4980928,5,1384923
Honi Poke,Restaurant/Cafe/Canteen,GROUND FLOOR 39 MARGARET STREET,W1G 0JQ,-0.1428174,51.5162098,5,1154425
Honi Poke,Takeaway/sandwich shop,28 Chancery Lane,WC2A 1LB,-0.11159,51.5156977,5,1215685
HOP Vietnamese,Restaurant/Cafe/Canteen,UNIT G12 WEST ONE SHOPPING CENTRE 381 OXFORD STREET,W1C 2JS,-0.1495888,51.5137898,5,1624432
HOP VIETNAMESE,Restaurant/Cafe/Canteen,,W1T 7QZ,-0.1318894,51.5182177,5,1884378
HOPPER,Restaurant/Cafe/Canteen,,WC1X 8TP,-0.1145654,51.5228904,5,1798544
Hoppers,Restaurant/Cafe/Canteen,77 WIGMORE STREET,W1U 1QE,-0.1508446,51.515878,5,988462
Horse & Groom Public House,Restaurant/Cafe/Canteen,7 GROOM PLACE,SW1X 7BA,-0.1511388,51.499363,5,413813
Horse & Groom Public House,Restaurant/Cafe/Canteen,128 GREAT PORTLAND STREET,W1W 6PS,-0.1423804,51.5198629,5,427848
Horse And Guardsman,Restaurant/Cafe/Canteen,GROUND 16-18 WHITEHALL,SW1A 2DY,-0.127507,51.5064611,5,427929
HOT SCOTCH,Restaurant/Cafe/Canteen,20-21 LEICESTER SQUARE,WC2H 7JX,-0.1292758,51.5107698,5,1898878
Hotbox,Takeaway/sandwich shop,MARKET HALL WEST END 9 HOLLES STREET,W1G 0BD,-0.1447501,51.515467,5,1193963
Hotel Chocolat,Restaurant/Cafe/Canteen,,WC2H 9EA,-0.127451002597809,51.5124053955078,5,426346
Hotel Chocolat,Takeaway/sandwich shop,294 REGENT STREET,W1B 3AP,-0.1419801,51.5162415,5,1002125
HOUSE OF WISDOM,Restaurant/Cafe/Canteen,,NW1 3AX,-0.142155,51.5243377,5,1251850
How Matcha,Restaurant/Cafe/Canteen,47 BLANDFORD STREET,W1U 7HQ,-0.1546083,51.5179696,5,1884190
Humble Chicken,Restaurant/Cafe/Canteen,54 FRITH STREET,W1D 4SL,-0.1319942,51.5137178,5,1294848
Humble Crumble,Restaurant/Cafe/Canteen,,WC2H 9LJ,-0.1255673,51.5139173,5,1746385
Humo,Restaurant/Cafe/Canteen,12 ST GEORGE STREET,W1S 2FB,-0.143303,51.5124225,5,1578901
Hungama Indian Street Food,Restaurant/Cafe/Canteen,21 CHARING CROSS ROAD,WC2H 0ET,-0.1286587,51.5103553,5,1735929
I LOVE COFFEE ROASTING UK LTD,Restaurant/Cafe/Canteen,We Work Aviation House,WC2B 6NH,-0.1205757,51.5169616,5,1634012
Ica Bar,Restaurant/Cafe/Canteen,NASH HOUSE 12 CARLTON HOUSE TERRACE,SW1Y 5AH,-0.1308963,51.5063892,5,412347
ICCO,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 23-24 GREEK STREET,W1D 4DZ,-0.1304822,51.5136847,5,1812729
Icco Pizza,Restaurant/Cafe/Canteen,,W1T 4LU,-0.1360698,51.519439,5,424636
Iet London,Restaurant/Cafe/Canteen,2 SAVOY PLACE,WC2R 0BL,-0.1192757,51.5100344,5,412558
IKKAN SUSHI,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 20 WELLINGTON STREET,WC2E 7DD,-0.119986,51.5120332,5,1633832
Ikoyi,Restaurant/Cafe/Canteen,180 STRAND,WC2R 1EA,-0.1150843,51.5124221,5,1562744
IL GATTOPARDO,Restaurant/Cafe/Canteen,SIXTH FLOOR 27 ALBEMARLE STREET,W1S 4HZ,-0.1427272,51.5095717,5,1711417
Il Pizzaiolo Restaurant,Restaurant/Cafe/Canteen,3 BLENHEIM STREET,W1S 1LA,-0.1468542,51.5140524,5,411354
Il Vicolo,Restaurant/Cafe/Canteen,8-9 CROWN PASSAGE,SW1Y 6PP,-0.1378451,51.5059602,5,1633858
Imads Syrian Kitchen,Restaurant/Cafe/Canteen,SECOND FLOOR UNIT 14 KINGLY COURT KINGLY COURT,W1B 5PW,-0.1387041,51.5124576,5,1294850
Imperial Treasure Waterloo,Restaurant/Cafe/Canteen,8-10 WATERLOO PLACE,,-0.1327498,51.5079295,5,1043538
Inamo Sukoshi,Restaurant/Cafe/Canteen,20-21 LEICESTER SQUARE,WC2H 7JX,-0.1292758,51.5107698,5,1898857
Inca London,Restaurant/Cafe/Canteen,8 ARGYLL STREET,W1F 7TF,-0.1400173,51.5145377,5,1416954
Index Ventures,Restaurant/Cafe/Canteen,5-8 LOWER JOHN STREET,W1F 9DY,-0.1374507,51.5110348,5,1907902
Industrious LON 15 Fitzroy Street Ltd,Takeaway/sandwich shop,Ground & 1st Floor's Industrious,W1T 4DG,-0.1384447,51.521644,5,1918536
INN 1888 Pub & Pizzeria,Restaurant/Cafe/Canteen,THE DEVONSHIRE ARMS PUBLIC HOUSE 21A DEVONSHIRE STREET,W1G 6PD,-0.1505493,51.5213858,5,1662330
Institute Of Directors,Restaurant/Cafe/Canteen,116 PALL MALL,SW1Y 5ED,-0.1315984,51.5071918,5,910122
Institute Of Practitioners In Advertising,Other catering premises,44 BELGRAVE SQUARE,SW1X 8QS,-0.1523358,51.5000473,5,410827
International Students House,Other catering premises,229 GREAT PORTLAND STREET,W1W 5PN,-0.1447954,51.5235701,5,411925
IPPUDO LONDON CO.LIMITED,Restaurant/Cafe/Canteen,,W1T 2QP,-0.1354712,51.5196274,5,1214117
Iris & June,Restaurant/Cafe/Canteen,1 HOWICK PLACE,SW1P 1WG,-0.1364653,51.4966938,5,772596
Iris Avenue,Restaurant/Cafe/Canteen,,WC1E 7BS,-0.1311819,51.5198289,5,1267266
Isabel Mayfair,Restaurant/Cafe/Canteen,26B-26C ALBEMARLE STREET,W1S 4HY,-0.1428244,51.5096632,5,952026
Ishtar Restaurant,Restaurant/Cafe/Canteen,10C CRAWFORD STREET,W1U 6AZ,-0.1582819,51.5201586,5,412414
Island Poke,Restaurant/Cafe/Canteen,8 KINGLY STREET,W1B 5PQ,-0.1388338,51.5124596,5,915574
Island Poke,Takeaway/sandwich shop,137 VICTORIA STREET,SW1E 6RD,-0.1388077,51.4968389,5,1136231
Isola,Restaurant/Cafe/Canteen,3-5 BARRETT STREET,W1U 1AY,-0.1503238,51.5152133,5,1402129
IT'S BAGELS SOHO,Restaurant/Cafe/Canteen,8 D'ARBLAY STREET,W1F 8DP,-0.1360317,51.5147263,5,1731263
Italian Bear Chocolate,Restaurant/Cafe/Canteen,29 RATHBONE PLACE,W1T 1JG,-0.1345958,51.51777,5,622042
Italian Bear Chocolate,Restaurant/Cafe/Canteen,41 BROADWICK STREET,W1F 9QL,-0.1367127,51.5132263,5,413179
IThai Deli,Takeaway/sandwich shop,SELFRIDGES 400 OXFORD STREET,W1A 1AB,-0.1528138,51.5145871,5,1849313
Itsu,Restaurant/Cafe/Canteen,2-4 NEAL STREET,WC2H 9LY,-0.1242446,51.5136121,5,780878
Itsu,Restaurant/Cafe/Canteen,40 EASTCASTLE STREET,W1W 8DS,-0.1394031,51.5165942,5,706522
Itsu,Takeaway/sandwich shop,31 BROADWICK STREET,W1F 0DG,-0.1361326,51.513316,5,706512
itsu,Restaurant/Cafe/Canteen,UNIT C12 WEST ONE SHOPPING CENTRE 381 OXFORD STREET,W1C 2JS,-0.1495888,51.5137898,5,1752420
Itsu,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 313 REGENT STREET,W1B 2HP,-0.1430678,51.51714,5,414636
Itsu,Restaurant/Cafe/Canteen,GROUND FLOOR 132 BAKER STREET,W1U 6UA,-0.1570364,51.5217307,5,780883
Itsu,Takeaway/sandwich shop,32-33 STRAND,WC2N 5HZ,-0.1244289,51.508777,5,804080
ITSU,Restaurant/Cafe/Canteen,,WC1V 7DS,-0.1191984,51.5175061,5,425646
Itsu,Restaurant/Cafe/Canteen,16A GREAT PETER STREET,SW1P 2BX,-0.129666,51.4970262,5,631984
Itsu,Restaurant/Cafe/Canteen,246-248 GREAT PORTLAND STREET,W1W 5QY,-0.1437031,51.5234899,5,1279209
Itsu,Restaurant/Cafe/Canteen,167 PICCADILLY,W1J 9EG,-0.1397584,51.5078071,5,411630
Itsu,Restaurant/Cafe/Canteen,51-53 VICTORIA STREET,SW1H 0EU,-0.1333483,51.4978762,5,896547
Itsu,Restaurant/Cafe/Canteen,15 BAKER STREET,W1U 3AH,-0.1557667,51.5171245,5,457655
ITSU,Restaurant/Cafe/Canteen,,W1T 4TT,-0.1366627,51.5225689,5,425659
ITSU,Restaurant/Cafe/Canteen,,WC2B 5AD,-0.122144,51.5149274,5,425786
ITSU,Restaurant/Cafe/Canteen,552-554 OXFORD STREET,W1C 1LU,-0.1587128,51.5136092,5,1765489
ITSU,Takeaway/sandwich shop,,WC1N 1AE,-0.124107,51.523842,5,688199
Itsu Euston,Takeaway/sandwich shop,,NW1 2HS,-0.133270993828774,51.5286674499512,5,781859
Itsu Regent's Place,Restaurant/Cafe/Canteen,Restaurant And Premises Regent's Place,NW1 3JA,-0.13918599486351,51.5260162353516,5,653511
Ivy Cafe,Restaurant/Cafe/Canteen,96 MARYLEBONE LANE,W1U 2QA,-0.1506065,51.5174839,5,411599
J Sheekey,Restaurant/Cafe/Canteen,28-32 ST MARTIN'S COURT,WC2N 4AL,-0.1277721,51.5108897,5,414450
Jackolope,Restaurant/Cafe/Canteen,43 WEYMOUTH STREET,W1G 8NB,-0.1497227,51.5200868,5,414330
Jamaica Patty Co,Takeaway/sandwich shop,BASEMENT AND GROUND FLOOR 26 NEW ROW,WC2N 4LA,-0.126696,51.5111243,5,741325
Jamie Oliver Catherine St,Restaurant/Cafe/Canteen,6 CATHERINE STREET,WC2B 5JY,-0.1200302,51.5127083,5,1660545
Jamie Oliver Cookery School,Restaurant/Cafe/Canteen,JOHN LEWIS 278-306 OXFORD STREET,W1C 1DX,-0.14451094,51.51499798,5,1823756
Jamie's Italian,Restaurant/Cafe/Canteen,17-18 IRVING STREET,WC2H 7AU,-0.1291143,51.509787,5,1920919
Japan Centre Flagship Store,Restaurant/Cafe/Canteen,35B PANTON STREET,SW1Y 4EA,-0.1313927,51.5097514,5,1007357
Jaramillo Café,Restaurant/Cafe/Canteen,62-64 BAKER STREET,W1U 7DF,-0.1557836,51.5192021,5,1884177
Java Whiskers Cat Cafe,Restaurant/Cafe/Canteen,105 GREAT PORTLAND STREET,W1W 6QF,-0.1427109,51.5195354,5,1243384
JENKI,Restaurant/Cafe/Canteen,50A LONG ACRE,WC2E 9JR,-0.1237693,51.5133032,5,1745440
Jewel Of London,Restaurant/Cafe/Canteen,Festival Pier,SE1 8XZ,-0.117569,51.506885,5,731356
Jikoni,Restaurant/Cafe/Canteen,19-21 BLANDFORD STREET,W1U 3DH,-0.1531526,51.5183244,5,1177666
Joe & The Juice,Restaurant/Cafe/Canteen,46 DEAN STREET,W1D 4QD,-0.1319073,51.513024,5,1253763
Joe & The Juice,Restaurant/Cafe/Canteen,62 BREWER STREET,W1F 9TW,-0.1361989,51.5113387,5,1378658
Joe & The Juice,Restaurant/Cafe/Canteen,20 NORTH AUDLEY STREET,W1K 6WP,-0.15353582,51.51338831,5,1136233
Joe & The Juice,Restaurant/Cafe/Canteen,88 WIGMORE STREET,W1U 3RB,-0.1511952,51.5161173,5,836968
Joe & The Juice,Restaurant/Cafe/Canteen,7 BAKER STREET,W1U 3AH,-0.1557667,51.5171245,5,988477
Joe & The Juice,Restaurant/Cafe/Canteen,39 GREAT MARLBOROUGH STREET,W1F 7JG,-0.1391829,51.5141468,5,1154431
Joe & The Juice,Restaurant/Cafe/Canteen,GROUND FLOOR ROXBURGHE HOUSE 281A REGENT STREET,W1B 2HF,-0.142605,51.5161165,5,414703
Joe & The Juice,Restaurant/Cafe/Canteen,65-67 BROADWICK STREET,W1F 9QU,-0.1378102,51.5128211,5,414722
Joe & The Juice,Restaurant/Cafe/Canteen,23 MADDOX STREET,W1S 2QN,-0.1419003,51.513046,5,1578906
Joe & The Juice,Restaurant/Cafe/Canteen,105 BAKER STREET,W1U 6RP,-0.1573262,51.5209799,5,988479
JOE & THE JUICE,Restaurant/Cafe/Canteen,,WC1N 1AE,-0.1239114,51.5241733,5,1858036
Joe & The Juice,Restaurant/Cafe/Canteen,UNIT G14 WEST ONE SHOPPING CENTRE 381 OXFORD STREET,W1C 2JS,-0.1495888,51.5137898,5,929715
Joe & The Juice,Restaurant/Cafe/Canteen,26-28 PICCADILLY,W1J 0DL,-0.1365839,51.5093214,5,1486572
Joe & The Juice,Restaurant/Cafe/Canteen,8-9 BERKELEY STREET,W1J 8DW,-0.1426797,51.5079073,5,915573
JOE & THE JUICE,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR ASHLEY HOUSE 12 GREAT PORTLAND STREET,W1W 8QN,-0.1406521,51.5162924,5,1796108
Joe & The Juice,Restaurant/Cafe/Canteen,165 REGENT STREET,W1B 4AD,-0.1390807,51.5120589,5,1559421
Joe & The Juice,Restaurant/Cafe/Canteen,42-44 RATHBONE PLACE,W1T 1JN,-0.1337113,51.5170543,5,1578905
Joe & The Juice,Restaurant/Cafe/Canteen,5 GARRICK STREET,WC2E 9AR,-0.1257369,51.5113158,5,1212871
Joe Allen,Restaurant/Cafe/Canteen,2 BURLEIGH STREET,WC2E 7PX,-0.1204714,51.5111544,5,1007354
Joe And The Juice,Restaurant/Cafe/Canteen,15 Casson Square,SE1 7BQ,-0.1160155,51.5038634,5,1856097
John Charlick Foods,Restaurant/Cafe/Canteen,,WC1X 8AX,-0.1133378,51.5218994,5,1105514
John Lewis,Other catering premises,JOHN LEWIS 278-306 OXFORD STREET,W1C 1DX,-0.14451094,51.51499798,5,427720
JOLENE BRIDLE LANE,Restaurant/Cafe/Canteen,13 BRIDLE LANE,W1F 9BT,-0.135799,51.511435,5,1924117
Jonny Loves,Restaurant/Cafe/Canteen,51-53 RUPERT STREET,W1D 7PQ,-0.1336196,51.5120351,5,1660548
Josephine Parisian Brasserie,Restaurant/Cafe/Canteen,6-8 BLANDFORD STREET,W1U 4AU,-0.1513146,51.518862,5,1804906
Joy King Lau,Restaurant/Cafe/Canteen,3 LEICESTER STREET,WC2H 7BL,-0.1310927,51.5110955,5,468146
Juls London,Restaurant/Cafe/Canteen,11 WATERLOO PLACE,SW1Y 4AU,-0.1332926,51.5076954,5,1918166
JULY,Restaurant/Cafe/Canteen,,W1T 2LT,-0.1343828,51.5183961,5,1716678
Junior Adventures Group,Restaurant/Cafe/Canteen,ST CLEMENT DANES SCHOOL DRURY LANE,WC2B 5SU,-0.1191301,51.5135662,5,1602052
Junk Marylebone Ltd,Restaurant/Cafe/Canteen,GROUND FLOOR 15 STRATFORD PLACE,W1C 1BE,-0.1497643,51.5151505,5,1854650
Junk Soho,Restaurant/Cafe/Canteen,49 OLD COMPTON STREET,W1D 6HL,-0.1324121,51.5126633,5,1752382
Jy House London,Restaurant/Cafe/Canteen,9-10 AVERY ROW,W1K 4AL,-0.1458313,51.5126244,5,1584340
K+A CATERERS,Restaurant/Cafe/Canteen,,WC1E 7DP,-0.1320728,51.519897,5,1251805
K-Eats,Takeaway/sandwich shop,UNIT C12 WEST ONE SHOPPING CENTRE 381 OXFORD STREET,W1C 2JS,-0.1495888,51.5137898,5,1768915
Kafi,Restaurant/Cafe/Canteen,175-179 OXFORD STREET,W1D 2JS,-0.1384395,51.515412,5,1486568
Kai Mayfair,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 65 SOUTH AUDLEY STREET,W1K 2QU,-0.1516957,51.5087422,5,413040
KALEIDO ROLLS,Takeaway/sandwich shop,10 KINGLY STREET,W1B 5PJ,-0.138932,51.5125241,5,1629538
Kamakura Warabi Mochi,Restaurant/Cafe/Canteen,JOHN LEWIS 278-306 OXFORD STREET,W1C 1DX,-0.14451094,51.51499798,5,1884180
Kanada-Ya,Restaurant/Cafe/Canteen,28 FOUBERT'S PLACE,W1F 7PR,-0.1390122,51.5137394,5,1413613
Kanada-Ya,Restaurant/Cafe/Canteen,,WC2H 8LE,-0.127722,51.515483,5,759345
Kanishka,Restaurant/Cafe/Canteen,17-19 MADDOX STREET,W1S 2QH,-0.1417474,51.5131083,5,1159357
Kanpai Classic,Restaurant/Cafe/Canteen,147-149 WARDOUR STREET,W1F 8WD,-0.1348816,51.5143033,5,1669421
Kapara,Restaurant/Cafe/Canteen,UNIT 2 ILONA ROSE HOUSE MANETTE STREET,W1D 4AL,-0.130479,51.5145405,5,1553364
Katsute100,Restaurant/Cafe/Canteen,21 LONG ACRE,WC2E 9LD,-0.1255113,51.5122475,5,1619584
Kauai Mayfair,Restaurant/Cafe/Canteen,64 NORTH ROW,W1K 7DA,-0.1563449,51.5131588,5,1728394
KEEP CHAATING,Restaurant/Cafe/Canteen,,WC2H 9PJ,-0.12653,51.5148177,5,1696818
KEFé,Restaurant/Cafe/Canteen,THIRD FLOOR 42-48 GREAT PORTLAND STREET,W1W 7NB,-0.1414895,51.5172973,5,1720955
Kentucky Fried Chicken,Restaurant/Cafe/Canteen,128 BAKER STREET,W1U 6TZ,-0.1570364,51.5217307,5,428030
