step,sim_time_s,rider_id,kind,severity,edge,node,x,y,stress_level,congestion_index,land_use_mix,route_trigger
1,0.0,216,pavement_conflict,minor,"(np.int64(452514276), 452514269)",452514276,699562.9876832345,5710335.95245693,0.0,1.0,0.30460493739319106,congestion
1,0.0,216,severe_pavement_conflict,severe,"(np.int64(452514276), 452514269)",452514276,699562.9876832345,5710335.95245693,0.0,1.0,0.30460493739319106,congestion
1,0.0,217,pavement_conflict,minor,"(np.int64(5393414954), 5393414955)",5393414954,699114.4237870484,5710617.207254009,0.0,0.6666666666666666,0.8286893400215466,land_use
1,0.0,253,pavement_conflict,minor,"(np.int64(452514276), 452514269)",452514276,699562.9876832345,5710335.95245693,0.0,1.0,0.30460493739319106,congestion
1,0.0,253,severe_pavement_conflict,severe,"(np.int64(452514276), 452514269)",452514276,699562.9876832345,5710335.95245693,0.0,1.0,0.30460493739319106,congestion
1,0.0,108,pavement_conflict,minor,"(np.int64(21665582), 26699537)",21665582,698999.1229977349,5710597.407127041,0.0,0.16666666666666666,1.0,land_use
1,0.0,252,pavement_conflict,minor,"(np.int64(452514276), 452514269)",452514276,699562.9876832345,5710335.95245693,0.0,1.0,0.30460493739319106,congestion
1,0.0,252,severe_pavement_conflict,severe,"(np.int64(452514276), 452514269)",452514276,699562.9876832345,5710335.95245693,0.0,1.0,0.30460493739319106,congestion
1,0.0,158,pavement_conflict,minor,"(np.int64(2450775063), 591983290)",2450775063,698265.0459744814,5711285.02690448,0.0,1.0,0.18742122302261396,congestion
1,0.0,27,pavement_conflict,minor,"(np.int64(452514276), 452514269)",452514276,699562.9876832345,5710335.95245693,0.0,1.0,0.30460493739319106,congestion
1,0.0,27,severe_pavement_conflict,severe,"(np.int64(452514276), 452514269)",452514276,699562.9876832345,5710335.95245693,0.0,1.0,0.30460493739319106,congestion
1,0.0,287,pavement_conflict,minor,"(np.int64(5393414954), 5393414955)",5393414954,699114.4237870484,5710617.207254009,0.0,0.6666666666666666,0.8286893400215466,land_use
1,0.0,111,pavement_conflict,minor,"(np.int64(10544188931), 5393414954)",10544188931,699182.4668208817,5710641.312888341,0.0,0.16666666666666666,0.9647949579553562,land_use
1,0.0,56,pavement_conflict,minor,"(np.int64(5393414954), 5393414955)",5393414954,699114.4237870484,5710617.207254009,0.0,0.6666666666666666,0.8286893400215466,land_use
2,5.0,111,pavement_conflict,minor,"(np.int64(10544188931), 5393414954)",10544188931,699165.0272125006,5710635.134550915,0.009448075215863105,0.16666666666666666,0.9647949579553562,land_use
2,5.0,14,red_light_violation,minor,"(12921761053, 5610023870)",12921761053,699393.9957960056,5712206.45776013,0.019113030082225868,0.3333333333333333,0.43148802188045177,
2,5.0,56,pavement_conflict,minor,"(np.int64(5393414954), 5393414955)",5393414954,699120.5597814008,5710607.821772308,0.015133903329273779,0.6666666666666666,0.8286893400215466,land_use
2,5.0,90,pavement_conflict,minor,"(np.int64(2450775063), 591983290)",2450775063,698265.0896050379,5711288.598721849,0.012606258277543914,1.0,0.18742122302261396,congestion
