sim_minutes,n_riders_active,mean_stress_level,mean_congestion_index,pct_on_pavement,n_conflicts_this_step,cumulative_conflicts,deliveries_completed,pct_overdue
0.0,296,0.0,0.0,0.0,0,0,0,0.0
0.08333333333333333,296,0.0,0.24090964291087444,0.010135135135135136,6,6,0,0.0
0.16666666666666666,296,0.012242302184498786,0.24339350476973629,0.010135135135135136,8,14,0,0.0
0.25,296,0.024484604368997565,0.242242750493982,0.0,2,16,0,0.0
0.3333333333333333,296,0.036726906553496357,0.2505125319780492,0.010135135135135136,12,28,0,0.0
0.4166666666666667,295,0.048591992756006154,0.25243898599830805,0.010169491525423728,12,40,1,0.0
0.5,295,0.06006268497200716,0.2605648243783837,0.010169491525423728,8,48,2,0.0
0.5833333333333334,296,0.07183172459490045,0.26751923314423315,0.013513513513513514,12,60,2,0.0
0.6666666666666666,296,0.083861252905469,0.26830491517991517,0.02364864864864865,21,81,2,0.0
0.75,296,0.09593694770207493,0.268496305996306,0.02702702702702703,21,102,2,0.0
0.8333333333333334,295,0.10725263775337529,0.26169091736888345,0.02711864406779661,19,121,3,0.0
0.9166666666666666,296,0.11884128758671389,0.2637034230784231,0.02702702702702703,20,141,3,0.0
1.0,296,0.13079227741246255,0.2634554246161389,0.030405405405405407,18,159,3,0.0
1.0833333333333333,296,0.1427707625535886,0.26062608428679856,0.033783783783783786,18,177,3,0.0
1.1666666666666667,296,0.15474924769471463,0.2786164460271603,0.037162162162162164,16,193,3,0.0
1.25,296,0.16672773283584066,0.27990613794185226,0.05067567567567568,18,211,3,0.0
1.3333333333333333,296,0.17870621797696673,0.2871971764828908,0.05405405405405406,16,227,3,0.0
1.4166666666666667,296,0.1906847031180928,0.27807853611425043,0.037162162162162164,18,245,3,0.0
1.5,295,0.20150041429902996,0.27973408888663126,0.04067796610169491,21,266,4,0.0
1.5833333333333333,296,0.2126897125264838,0.2745037713787714,0.0472972972972973,24,290,4,0.0
1.6666666666666667,296,0.2245597553968398,0.26455473955473957,0.016891891891891893,9,299,4,0.0
1.75,295,0.23522300866263535,0.2618963522353353,0.020338983050847456,9,308,5,0.0
1.8333333333333333,296,0.2462326096866601,0.2510069215426358,0.013513513513513514,10,318,5,0.0
1.9166666666666667,296,0.25803688303724776,0.25868346046917473,0.016891891891891893,9,327,5,0.0
2.0,295,0.26856497201082324,0.2710435781096921,0.030508474576271188,9,336,6,0.0
2.0833333333333335,296,0.2794246089746186,0.2583520254449431,0.02702702702702703,13,349,6,0.0
2.1666666666666665,296,0.29119156003304514,0.27442734173577665,0.016891891891891893,12,361,6,0.0
2.25,296,0.3030097223712969,0.27875927240699305,0.016891891891891893,12,373,6,0.0
2.3333333333333335,295,0.3134066741733071,0.266153457556146,0.013559322033898305,7,380,7,0.0
2.4166666666666665,295,0.32266000352597984,0.24980684099328168,0.01694915254237288,14,394,8,0.0
2.5,296,0.33320680860256263,0.2640490421740422,0.02702702702702703,13,407,8,0.0
2.5833333333333335,295,0.34330056609415255,0.2668966344390073,0.030508474576271188,14,421,9,0.0
2.6666666666666665,296,0.35374170266035215,0.26865581865581867,0.05067567567567568,19,440,9,0.0
2.75,295,0.36380869500071433,0.2742243820209922,0.07457627118644068,27,467,10,0.0
2.8333333333333335,296,0.374121640378588,0.2861181892431892,0.0945945945945946,25,492,10,0.0
2.9166666666666665,296,0.38566366918551814,0.2957090080636592,0.09797297297297297,29,521,10,0.0
3.0,294,0.39401355388538434,0.31324877551740393,0.12585034013605442,28,549,12,0.0
3.0833333333333335,295,0.4012106423768665,0.30736811823922583,0.12542372881355932,27,576,13,0.0
3.1666666666666665,296,0.4111794454337202,0.3052528332324844,0.13513513513513514,23,599,13,0.0
3.25,296,0.4225991476614045,0.3026127307377307,0.14527027027027026,21,620,13,0.0
3.3333333333333335,296,0.4340454531333858,0.3118506306006306,0.16891891891891891,39,659,13,0.0
3.4166666666666665,294,0.4422230809469282,0.31609635640247885,0.14965986394557823,27,686,15,0.0
3.5,295,0.4489685621248778,0.311973721731591,0.15593220338983052,33,719,16,0.0
3.5833333333333335,296,0.4586667090448506,0.30388105871909854,0.16554054054054054,31,750,16,0.0
3.6666666666666665,296,0.4699626213272544,0.3230799810430209,0.1891891891891892,36,786,16,0.0
3.75,295,0.4795911941737004,0.31864575333070183,0.2,38,824,17,0.0033783783783783786
3.8333333333333335,295,0.48753578690468385,0.33059816062209213,0.20677966101694914,48,872,18,0.0033783783783783786
3.9166666666666665,295,0.4955060632837584,0.3293087357612387,0.22372881355932203,33,905,19,0.0033783783783783786
4.0,296,0.5049495410454893,0.30578919953919953,0.24324324324324326,41,946,19,0.0033783783783783786
4.083333333333333,293,0.5112302505994258,0.301246611129511,0.22184300341296928,38,984,22,0.006756756756756757
4.166666666666667,295,0.5154135511180604,0.310976801301173,0.24067796610169492,36,1020,23,0.0033783783783783786
4.25,296,0.5246740936960268,0.31549480956808545,0.24324324324324326,38,1058,23,0.0
4.333333333333333,295,0.5341375247803551,0.3195978318713561,0.2677966101694915,42,1100,24,0.006756756756756757
4.416666666666667,295,0.5417788790454585,0.2874624249054407,0.2440677966101695,35,1135,25,0.006756756756756757
4.5,295,0.5493488109728163,0.29048796777610336,0.26101694915254237,35,1170,26,0.006756756756756757
4.583333333333333,296,0.5583305995054847,0.2826882858132858,0.2668918918918919,41,1211,26,0.010135135135135136
4.666666666666667,295,0.5675406305703754,0.27080705546807243,0.26101694915254237,39,1250,27,0.030405405405405407
4.75,294,0.5731474033890611,0.2775642630234467,0.30272108843537415,36,1286,29,0.037162162162162164
4.833333333333333,295,0.5781697977966946,0.2867483175957752,0.31864406779661014,44,1330,30,0.030405405405405407
4.916666666666667,294,0.5836940451492371,0.2974168405290854,0.3197278911564626,50,1380,32,0.037162162162162164
5.0,296,0.5899604336687476,0.29647984335484334,0.30067567567567566,39,1419,32,0.033783783783783786
5.083333333333333,294,0.5973730398958477,0.28746123491021447,0.3333333333333333,57,1476,34,0.04391891891891892
5.166666666666667,296,0.6034330146978192,0.28116725616725613,0.34121621621621623,41,1517,34,0.0472972972972973
5.25,295,0.6120860096563755,0.2653025317432097,0.3389830508474576,45,1562,35,0.05405405405405406
5.333333333333333,294,0.6173959348708511,0.2550377060581142,0.35714285714285715,45,1607,37,0.05405405405405406
5.416666666666667,294,0.6205861473011586,0.25531924613557266,0.35714285714285715,38,1645,39,0.0472972972972973
5.5,295,0.6249184328805744,0.2497641717980701,0.38305084745762713,54,1699,40,0.057432432432432436
5.583333333333333,293,0.6286891134190999,0.2561627318453257,0.3993174061433447,61,1760,43,0.08108108108108109
5.666666666666667,294,0.6292277877002463,0.26701567517894054,0.41156462585034015,43,1803,45,0.08783783783783784
5.75,294,0.6351454029329241,0.2578085277768599,0.4421768707482993,45,1848,46,0.09121621621621621
5.833333333333333,295,0.6389086111549733,0.26935724383415793,0.4542372881355932,52,1900,47,0.08783783783783784
5.916666666666667,295,0.6447156265652326,0.26098353656214557,0.46440677966101696,48,1948,48,0.10472972972972973
6.0,296,0.6516307893482833,0.27711001456383233,0.47635135135135137,62,2010,48,0.10472972972972973
6.083333333333333,294,0.6583713697388577,0.27516289352772716,0.5068027210884354,47,2057,50,0.11148648648648649
6.166666666666667,295,0.6617552737829382,0.2745417096239506,0.5186440677966102,51,2108,51,0.11486486486486487
6.25,294,0.6661491902004866,0.27173353754735075,0.5136054421768708,52,2160,53,0.11824324324324324
6.333333333333333,295,0.6693703069610574,0.26630846452629875,0.5322033898305085,61,2221,54,0.12162162162162163
6.416666666666667,294,0.6736991125725095,0.27414667585950386,0.5340136054421769,68,2289,56,0.12162162162162163
6.5,293,0.674583339319803,0.2609748978471553,0.5290102389078498,58,2347,59,0.13513513513513514
6.583333333333333,294,0.6741832284116528,0.2597949089567166,0.5408163265306123,54,2401,61,0.12837837837837837
6.666666666666667,294,0.6759250389820398,0.2635633640735681,0.5748299319727891,60,2461,63,0.14189189189189189
6.75,293,0.676495631390045,0.28345154087474905,0.6109215017064846,60,2521,66,0.14527027027027026
6.833333333333333,296,0.6780942319570057,0.2799761424761425,0.6216216216216216,57,2578,66,0.14189189189189189
6.916666666666667,292,0.6822597312073249,0.28603082049073514,0.6232876712328768,65,2643,70,0.14527027027027026
7.0,295,0.6805025621367535,0.2798619498188823,0.6305084745762712,58,2701,71,0.13513513513513514
