collision_index,longitude,latitude,collision_severity,collision_year
2023421364416,0.552972,51.899825,2,2023
2023421389152,0.643432,51.802131,2,2023
2024421398027,0.59599,51.52277,2,2024
2023440081355,-0.747097,51.29324,2,2023
2023440520900,-1.162135,51.090458,3,2023
2024411532905,-0.03467,51.7055,3,2024
2023461307921,0.759528,51.410054,3,2023
2023461374300,0.897321,51.167055,3,2023
2023461384005,0.691647,51.084737,2,2023
2024461398041,1.3926,51.33179,3,2024
2022041240510,-2.169417,53.853161,2,2022
2023041350721,-2.235275,53.821349,3,2023
2024041404548,-2.21499,53.75176,2,2024
2024041486764,-2.69767,53.76113,3,2024
2022332200172,-1.189919,52.623344,3,2022
2024332400815,-1.50481,52.74626,2,2024
2023320213888,0.348476,53.175197,3,2023
2024320034839,-0.22349,52.80431,2,2024
2024320258462,-0.16234,52.79585,3,2024
2022361225912,1.261647,52.651898,3,2022
2022361246380,0.403689,52.744064,3,2022
2023361350422,1.296806,52.633333,3,2023
2023361375057,0.686774,52.648316,3,2023
2024371471282,0.9927,52.19449,3,2024
2024371487915,1.12447,52.08177,2,2024
2024371539819,1.74974,52.47331,3,2024
2022451187224,-0.337772,51.291472,3,2022
2023471382605,-0.380282,50.829348,3,2023
2022991246412,-4.368134,55.873695,2,2022
2022991143001,-4.217047,55.858517,3,2022
2022991215431,-4.255253,55.865381,2,2022
2023991278999,-4.32402,55.813357,3,2023
2024991512039,-4.32892,55.80982,3,2024
2023610024723,-2.984832,51.587816,3,2023
2023111361347,-1.537418,54.526198,3,2023
2024041468511,-3.02863,53.80587,2,2024
2022332200951,-1.135032,52.597425,2,2022
2023311372854,-1.200828,52.979878,3,2023
2024311503203,-1.20883,52.97292,3,2024
2023221315268,-2.492258,52.701168,3,2023
2023211342870,-2.139102,53.024307,2,2023
2022522202180,-2.596784,51.447987,3,2022
2023351273621,-0.249617,52.576429,2,2023
2024351515698,-0.37621,52.57969,2,2024
2022430306373,-0.949949,51.452801,3,2022
2023430387196,-0.727928,51.526693,3,2023
2023440143657,-1.073623,50.802352,3,2023
2024440329602,-1.08007,50.81383,3,2024
2023221281449,-2.481847,52.611826,3,2023
2022401142563,-0.217283,52.126815,3,2022
2023552301486,-1.923725,50.727318,3,2023
2023430454862,-0.744002,51.76102,3,2023
2023031314583,-2.9085,54.878339,3,2023
2022122300103,-1.058008,53.776502,3,2022
2023061305246,-2.257633,53.481298,2,2023
2023061321471,-2.060242,53.390336,3,2023
2023061346809,-2.601649,53.477022,3,2023
2022052202068,-2.786279,53.419743,3,2022
2022052202213,-2.961417,53.38851,3,2022
2022052202259,-2.978857,53.434302,3,2022
2022052203026,-2.949008,53.459262,3,2022
2023052301233,-2.952314,53.429986,2,2023
2022052201052,-2.664745,53.488247,3,2022
2022141139522,-1.435112,53.455533,3,2022
2023141259247,-1.453059,53.40661,3,2023
2022101257118,-1.623647,55.034228,3,2022
2023101346442,-1.577594,55.037932,3,2023
2023201422538,-1.840354,52.522945,3,2023
2024201400633,-1.8229,52.57114,3,2024
2024201527318,-1.96685,52.44909,3,2024
2022201244846,-2.052257,52.517746,2,2022
2024131446868,-1.77291,53.81574,3,2024
2022131215200,-1.558022,53.842554,2,2022
2024131450748,-1.53353,53.81826,3,2024
2023010440576,0.086007,51.534449,3,2023
2023010478189,-0.199622,51.543083,3,2023
2022010390218,-0.194715,51.558834,3,2022
2022010394349,-0.124714,51.530525,3,2022
2024010503629,-0.04787,51.55541,3,2024
2024010520195,-0.05739,51.54194,3,2024
2022010397605,-0.222179,51.491577,3,2022
2023010425200,-0.20368,51.487617,2,2023
2024010511824,-0.22349,51.49115,3,2024
2023010422843,-0.067766,51.607746,3,2023
2023010433337,0.20861,51.581387,3,2023
2023010481758,-0.398888,51.565422,3,2023
2023010431798,-0.387884,51.44036,3,2023
2023010432953,-0.159659,51.500216,3,2023
2024010499500,-0.12461,51.44532,3,2024
2024010517766,-0.1289,51.39796,3,2024
2024010512698,-0.37758,51.45211,3,2024
2023010482207,-0.065819,51.483878,1,2023
2023010427796,-0.021118,51.50073,3,2023
2024010492060,-0.06352,51.51982,2,2024
2024010521284,-0.02893,51.54228,3,2024
2024010549762,-0.05788,51.53249,3,2024
2023010431556,0.008088,51.609144,2,2023
2023010474287,-0.160678,51.513173,3,2023
2024010501798,-0.14206,51.50915,3,2024
2023351317574,0.143448,52.209425,3,2023
2024351397500,0.08777,52.55012,3,2024
2024421516934,0.44686,51.57971,3,2024
2023531261739,-2.248467,51.858165,3,2023
2022440066729,-1.411957,51.243434,3,2022
2023440011243,-1.159356,50.794116,2,2023
2024440047439,-1.15097,50.80418,2,2024
2024411425330,-0.39524,51.65986,3,2024
2022041146767,-2.744414,53.769178,2,2022
2022041167295,-2.799806,54.049545,2,2022
2022041225522,-2.797919,53.941469,2,2022
2024041438504,-2.2603,53.78823,2,2024
2024361436470,1.27611,52.61724,3,2024
2023430562961,-1.241163,51.746695,3,2023
2023231330042,-1.52771,52.280087,2,2023
2022471130265,-0.78449,50.836974,3,2022
2022471188030,-0.743244,50.839244,3,2022
2022471196230,-0.112083,50.946871,2,2022
2023991373753,-4.200347,57.482475,3,2023
2023991322405,-4.541555,56.213178,2,2023
2024991544091,-3.9264,56.14139,2,2024
2024991406604,-3.1613,56.19314,3,2024
2022991217721,-4.366085,55.883117,2,2022
2023991384513,-4.300431,55.870701,2,2023
2022991244945,-3.926606,55.879028,2,2022
202460Q128918,-3.08084,53.07124,3,2024
2023622300643,-3.946787,51.642612,3,2023
2024622400206,-3.44348,51.71441,3,2024
2022170M12082,-1.234538,54.576283,3,2022
2023170S11793,-1.319317,54.568656,2,2023
2024070397776,-2.64467,53.38958,3,2024
2024161422647,0.02772,53.73411,3,2024
2023302300194,-1.438616,52.868736,3,2023
2023311302046,-1.203985,52.985571,3,2023
2024311427306,-1.19536,53.00333,3,2024
2023522300986,-2.553788,51.462369,3,2023
2024522401649,-2.91288,51.3536,3,2024
2022111217556,-1.547588,54.779978,3,2022
2024111402732,-1.69537,54.87207,3,2024
2024070154612,-2.50283,53.19286,3,2024
2023543546323,-2.187077,51.205241,3,2023
2024122500100,-1.53035,53.99044,3,2024
2023520300572,-2.99517,51.238367,2,2023
2024061506361,-2.03303,53.49369,3,2024
2023052300297,-2.786581,53.422195,3,2023
2022052203131,-2.856236,53.378686,3,2022
2023052303075,-2.912276,53.462883,3,2023
2024052401042,-2.95173,53.41139,3,2024
2022052200475,-2.711645,53.456597,3,2022
2022141241378,-1.50758,53.366785,3,2022
2024141511452,-1.43137,53.40299,3,2024
2024141531463,-1.4709,53.46198,3,2024
2022101236671,-1.450206,55.005082,3,2022
2022201227238,-1.779534,52.48634,3,2022
2023201364098,-1.931756,52.507301,2,2023
2024201405525,-1.87443,52.5225,2,2024
2024201488338,-1.47919,52.40615,2,2024
2023201292394,-2.017907,52.449936,3,2023
2023131286814,-1.911414,53.860034,3,2023
2024131433505,-1.76839,53.84027,3,2024
2024131397375,-1.83844,53.68775,2,2024
2024131488477,-1.33013,53.59259,3,2024
2024010505511,0.13055,51.55694,3,2024
2024010523025,-0.15888,51.61282,2,2024
2024010506933,-0.05987,51.40896,2,2024
2022010401975,-0.25994,51.534542,3,2022
2022010404754,-0.332225,51.528488,3,2022
2022010383018,-0.069573,51.548092,3,2022
2024010525120,-0.04024,51.55371,2,2024
2022010417333,-0.234302,51.492848,3,2022
2022010393290,-0.062844,51.583934,3,2022
2024010493500,-0.19454,51.50643,3,2024
2023010470639,-0.11473,51.463299,3,2023
2024010546569,-0.13444,51.41848,2,2024
2022010381760,0.083492,51.575348,3,2022
2024010517531,0.08359,51.56486,2,2024
2022010402434,-0.280422,51.450118,2,2022
2023010453384,-0.265083,51.464865,3,2023
2024010537157,-0.0883,51.50622,2,2024
2023010457333,-0.053155,51.520484,3,2023
2023010468833,-0.159889,51.464799,3,2023
2023010439799,-0.142262,51.520553,3,2023
2023010444696,-0.192764,51.521423,3,2023
2024010538446,-0.15436,51.51483,3,2024
2024010547664,-0.20325,51.53287,3,2024
2023351277091,-0.288872,52.215119,3,2023
2022421186331,0.530636,51.608454,2,2022
2023421359273,0.345201,51.631507,3,2023
2022440032265,-1.512767,51.205618,2,2022
2022041221604,-2.702894,53.764036,3,2022
2022041219422,-2.233652,53.840892,2,2022
2023320075273,-0.5446,53.225956,2,2023
2023320719887,-0.013269,52.97828,3,2023
2024320010360,-0.55257,53.20297,3,2024
2023361311653,1.208375,52.522526,3,2023
2024361469731,1.21977,52.64113,3,2024
2023311334750,-1.179379,53.14963,3,2023
2023311350543,-1.270532,53.134456,2,2023
2023311382710,-0.809788,53.077758,3,2023
2024311438963,-0.80154,53.08336,3,2024
2024430388523,-1.21573,51.72844,3,2024
2024430580216,-1.23178,51.74586,3,2024
2022451137960,-0.377143,51.359729,3,2022
2024221512197,-2.30687,52.37549,3,2024
2022991128708,-5.271219,56.102736,3,2022
2023991370403,-2.873084,56.467017,2,2023
2023622300818,-3.935953,51.648511,3,2023
2022622200154,-3.25564,51.411254,3,2022
2023610033323,-2.764737,51.591192,3,2023
202263D109322,-3.402472,52.147625,3,2022
2024070685212,-2.58663,53.39109,3,2024
2024041502942,-3.0374,53.80369,3,2024
2024122401146,-1.09074,53.96533,3,2024
2023332300594,-1.135077,52.597425,3,2023
2023311371752,-1.192689,52.953897,3,2023
2024311406291,-1.14983,52.95417,3,2024
2024311460631,-1.20605,52.97353,3,2024
2024211521360,-2.15632,53.03662,2,2024
2022522204575,-2.612386,51.457878,3,2022
2023522301753,-2.641789,51.486467,3,2023
2023522400046,-2.590614,51.466056,3,2023
2023522301280,-2.592726,51.471332,3,2023
2024522401414,-2.59004,51.47765,3,2024
2022421265737,0.707696,51.535242,3,2022
2024461397242,0.54331,51.36953,3,2024
2024548726824,-1.80782,51.29594,3,2024
2023031317176,-3.548953,54.666258,3,2023
2022520203998,-2.976549,51.124718,3,2022
2024061409564,-2.13631,53.4038,3,2024
2022061144308,-2.062382,53.48626,2,2022
2022061167538,-2.411338,53.410244,2,2022
2023052301046,-2.823191,53.363673,3,2023
2022052202650,-3.044784,53.373409,3,2022
2023141287963,-1.264854,53.500476,3,2023
2024141405001,-1.15129,53.5074,3,2024
2023141388054,-1.500784,53.401749,3,2023
2024101514965,-1.47749,54.88197,2,2024
2024201524540,-1.89058,52.48158,3,2024
2023201400618,-2.044213,52.505703,3,2023
2022131147236,-1.674348,53.707135,2,2022
2022131244952,-1.784133,53.650892,2,2022
2024131450647,-1.53533,53.80664,3,2024
2022010385467,-0.280052,51.562517,3,2022
2023010455530,-0.239507,51.548787,3,2023
2022010376409,-0.193003,51.537613,2,2022
2023010449100,-0.069437,51.562559,3,2023
2024010533113,-0.08306,51.53236,3,2024
2024010538603,-0.38214,51.46435,3,2024
2023010475541,-0.184306,51.493802,3,2023
2023010441386,-0.250107,51.390391,2,2023
2024010534457,-0.10522,51.49091,2,2024
2023010482774,-0.032421,51.441659,3,2023
2024010530412,-0.0206,51.46255,2,2024
2022010397318,0.041199,51.545858,3,2022
2024010527969,-0.09003,51.47395,2,2024
2024010539994,-0.04689,51.52173,3,2024
2024010515447,-0.04011,51.56838,3,2024
2022010355437,-0.163149,51.521269,3,2022
2023010468217,-0.148678,51.519099,2,2023
2022031203230,-3.233712,54.112918,2,2022
2024501394918,-3.64729,50.79114,3,2024
2022471196062,0.343524,50.821568,2,2022
2022421254149,0.112344,51.774926,2,2022
2022531248558,-2.163549,52.024752,2,2022
2024440545738,-1.77209,50.84401,3,2024
2023411331110,-0.271743,51.953755,3,2023
2023461304629,1.409804,51.338162,3,2023
2022041209385,-2.681651,53.692567,2,2022
2024041425919,-2.71458,53.74207,3,2024
2024311411915,-1.124,52.93863,3,2024
2022430069106,-1.512353,51.780941,3,2022
2022430138017,-1.233452,51.72218,2,2022
2022430348892,-0.974066,51.733698,2,2022
2024430584777,-1.33926,52.06035,3,2024
2022451186652,-0.044267,51.140153,3,2022
2023451267059,-0.046632,51.248982,2,2023
2023451282039,-0.810473,51.232196,2,2023
2023991271674,-4.219764,55.82827,2,2023
2024991422460,-2.09739,57.14685,2,2024
2023991352597,-3.363178,55.948299,2,2023
2024991491432,-3.41078,56.06651,2,2024
2024991518224,-4.27805,55.87416,3,2024
2023622300325,-3.825844,51.663125,2,2023
2022070345342,-2.58326,53.384207,3,2022
2022161203970,-0.095016,53.56815,3,2022
2022161215054,-0.091966,53.544989,3,2022
2023211262692,-2.178696,53.023229,2,2023
2023522401007,-2.596507,51.446595,2,2023
2024522500570,-2.52926,51.48018,3,2024
2024461416732,0.51797,51.36859,3,2024
2024430142193,-0.73763,51.42794,3,2024
2023430268421,-0.997334,51.457109,3,2023
2022430276536,-0.638301,51.498405,3,2022
2023440334107,-1.082971,50.803991,3,2023
2023070509893,-2.11223,53.347809,3,2023
2024221501622,-2.75675,52.68645,2,2024
2022401179167,-0.47291,52.139205,2,2022
2024552400455,-1.87394,50.74418,3,2024
2023552300382,-2.138434,50.706442,2,2023
2024340WN5132,-0.86401,52.27801,2,2024
2024031430224,-3.55836,54.62794,2,2024
2024122401230,-1.53932,53.99573,3,2024
2023520300494,-2.314618,51.23714,2,2023
2023061322135,-2.250078,53.488055,2,2023
2024061526797,-2.30248,53.44533,3,2024
2024061468621,-2.47144,53.5151,2,2024
2022052201179,-2.794697,53.420901,2,2022
2022052202478,-2.942506,53.412535,3,2022
2023052300484,-3.010022,53.376144,3,2023
2024052402442,-3.0294,53.38919,2,2024
2022101246255,-1.665165,55.014202,3,2022
2022201199046,-1.870929,52.459954,3,2022
2022201241877,-1.841076,52.469582,3,2022
2023201371042,-1.849023,52.513418,3,2023
2023201373022,-1.845444,52.475162,2,2023
2022201221313,-1.968828,52.482405,2,2022
2022201234708,-1.946794,52.49893,3,2022
2022131258162,-1.738447,53.797136,3,2022
2023131321335,-1.7876,53.779967,3,2023
2022131185538,-1.947315,53.710999,3,2022
2022131226114,-1.655167,53.690804,3,2022
2023131320515,-1.546753,53.824941,2,2023
2023131347553,-1.712206,53.873662,3,2023
2024131415940,-1.52305,53.75201,3,2024
2022131216880,-1.46618,53.667847,3,2022
2023131378886,-1.583104,53.678036,3,2023
2023101280047,-1.677541,54.943109,3,2023
2024010501864,-0.19426,51.5386,3,2024
2024010504641,-0.25283,51.5396,3,2024
2022010412803,0.064404,51.388581,3,2022
2023010483858,-0.131509,51.527963,3,2023
2023010445510,-0.384068,51.532127,3,2023
2023010422950,-0.042193,51.667374,3,2023
2022010355822,-0.078458,51.567258,2,2022
2023010436742,-0.070922,51.548259,3,2023
2023010446404,-0.058191,51.563048,3,2023
2024010515081,-0.03574,51.54526,3,2024
2023010423518,-0.243557,51.498661,3,2023
2024010525957,-0.23723,51.50645,3,2024
2024010499191,-0.068,51.59994,3,2024
2024010488617,-0.34642,51.59273,3,2024
2024010507424,-0.13811,51.55689,3,2024
2024010535637,-0.11707,51.53697,3,2024
2023010431045,-0.185721,51.480291,3,2023
2024010542259,-0.20031,51.49264,2,2024
2022010402312,-0.307082,51.366633,3,2022
2023010462124,-0.142765,51.457847,3,2023
2024010507212,0.02813,51.52537,2,2024
2022010368610,-0.08932,51.436431,2,2022
2022010404727,-0.107493,51.507048,3,2022
2023010474943,-0.090061,51.473852,2,2023
2022010381288,-0.062103,51.509364,3,2022
2024010547562,-0.15948,51.4356,3,2024
2022010382975,-0.158534,51.502735,3,2022
2022031236545,-2.75958,54.66935,3,2022
2024501521098,-3.49165,50.89659,3,2024
2023421335510,0.895014,51.897363,3,2023
2023421372738,0.502949,51.562256,3,2023
2022531188299,-2.078511,51.901477,3,2022
2022411139249,-0.015884,51.759752,3,2022
2024411514741,-0.30183,51.64009,2,2024
2022461250063,0.552341,51.278353,2,2022
2023461363242,0.374895,51.424544,3,2023
2024461513851,1.06266,51.2697,2,2024
2024461515468,1.19054,51.18763,2,2024
2022041137506,-2.656541,53.674938,3,2022
2022041158409,-3.031233,53.922264,3,2022
2023041326354,-2.21868,53.787946,3,2023
2024320059022,-0.39813,53.00336,3,2024
2022361155028,1.234353,52.637142,3,2022
2023361379640,1.209807,52.941324,3,2023
2023430521023,-1.330008,52.042229,3,2023
2024371457588,1.19049,52.0557,3,2024
2022451184442,-0.280056,51.286943,3,2022
2022471222089,-0.480733,50.81836,3,2022
2023471284692,-0.502844,50.815912,3,2023
2023991385323,-4.281055,55.810692,2,2023
2024991432970,-4.50164,55.84588,3,2024
2024991432764,-4.42668,55.84125,3,2024
2023991281503,-4.24546,55.861031,3,2023
2024610048724,-3.00944,51.79262,2,2024
2022070756430,-2.66893,53.318256,3,2022
2022041205953,-3.055494,53.823361,3,2022
2023161347995,-0.397782,53.755753,3,2023
2024302400860,-1.47449,52.91903,3,2024
2024332400211,-1.14437,52.64851,3,2024
2022311228540,-1.146592,52.955283,3,2022
2022522205486,-2.585658,51.456801,2,2022
2024522500044,-2.56987,51.53057,3,2024
2024501461050,-4.17265,50.41534,3,2024
202454F064324,-1.80824,51.54232,3,2024
2022351247470,-0.251716,52.59044,3,2022
2023430321098,-1.391899,51.382526,3,2023
2024440552787,-1.41921,50.93422,2,2024
2023070513345,-2.430782,53.100914,3,2023
2023070795587,-2.365564,53.143704,3,2023
2023401279671,-0.416833,52.120051,2,2023
2023101313763,-1.691585,55.170108,3,2023
2023552301469,-1.823852,50.750951,3,2023
2024340NN1112,-0.69861,52.48502,3,2024
2022122200537,-1.82938,54.309574,2,2022
2023061330182,-2.231047,53.463824,2,2023
2023061353750,-2.071135,53.529085,2,2023
2022052202975,-2.788641,53.390442,2,2022
2022052200584,-3.089278,53.4141,3,2022
2023141359538,-1.190486,53.433964,3,2023
2024141525812,-1.49103,53.37507,3,2024
2022101255203,-1.377288,54.904946,3,2022
2024201504104,-1.9373,52.63082,2,2024
2022131179297,-1.896334,53.723189,3,2022
2023131282882,-1.739877,53.639281,2,2023
2023131344701,-1.692282,53.830004,3,2023
2024131426749,-1.47656,53.81207,2,2024
2024131412175,-1.50874,53.70448,2,2024
2022010355839,-0.211258,51.553054,3,2022
2022010385290,0.033826,51.312235,3,2022
2023010482654,0.07643,51.37326,3,2023
2024010521906,-0.03725,51.39188,2,2024
2023010421405,-0.121168,51.518958,3,2023
2024010503644,-0.35813,51.52044,3,2024
2023010438333,-0.020543,51.670734,3,2023
2023010441375,-0.224751,51.491742,3,2023
2022010373730,-0.396572,51.514359,3,2022
2024010487492,-0.09882,51.53859,2,2024
2024010495542,-0.11404,51.5314,3,2024
2024010530313,-0.10867,51.54645,3,2024
2024010529111,-0.12311,51.48632,3,2024
2024010543044,-0.3756,51.42211,2,2024
2024010539558,-0.0799,51.43012,2,2024
2022010410984,-0.059394,51.521576,3,2022
2023010442310,-0.073437,51.514668,3,2023
2023010440627,-0.166937,51.464603,3,2023
2023010461608,-0.124272,51.500942,2,2023
2024010516018,-0.13791,51.50294,2,2024
2024010526878,-0.16944,51.51979,3,2024
2023351356816,0.131222,52.202597,3,2023
2022031152400,-3.538226,54.608487,3,2022
2024421521192,0.24207,52.01314,3,2024
2022440193619,-1.459386,50.871133,3,2022
2024440403578,-0.93615,51.25484,3,2024
2022461132948,1.407879,51.352088,3,2022
2022461184632,0.225584,51.449814,3,2022
2023332300506,-1.214914,52.621714,1,2023
2022320514069,-0.16327,52.785426,3,2022
2024311463018,-1.24413,53.10574,3,2024
2022430378841,-1.237462,51.747984,2,2022
2024211515457,-2.1679,53.11965,3,2024
2024371397818,1.14301,52.06178,2,2024
2024371508180,1.13993,52.06515,3,2024
2024471394715,-0.21486,51.12775,3,2024
2023221323898,-1.921389,52.380409,3,2023
2023221329218,-2.176078,52.201245,2,2023
2023991280254,-4.76793,55.947118,2,2023
202260B076870,-3.054867,53.192422,3,2022
202260B103871,-3.049221,53.215584,3,2022
2024622400169,-3.24352,51.48169,3,2024
2022161215903,-0.337152,53.743907,3,2022
2022161206381,-0.09146,53.562286,3,2022
2023161373709,-0.672458,53.584393,2,2023
2022302200529,-1.465181,52.915558,3,2022
2023332300293,-1.123537,52.648197,3,2023
2022311195189,-1.150778,52.952841,2,2022
2023311380127,-1.160279,52.938768,3,2023
2023221356413,-2.811348,52.011928,3,2023
2023522400062,-2.578347,51.443143,3,2023
202354A629423,-1.752923,51.551669,2,2023
2022401261952,-0.437449,51.889793,3,2022
2024421474327,0.72176,51.54481,3,2024
2022461172651,0.546038,51.371242,3,2022
2023471347597,-0.142388,50.835803,3,2023
2022221156985,-2.724771,52.717037,3,2022
2023221379532,-2.749955,52.808567,2,2023
2024546602524,-2.21358,51.31908,3,2024
202454A072224,-1.73534,51.0979,3,2024
2022401198188,-0.465771,52.138159,2,2022
2024552400924,-1.87831,50.74131,3,2024
202234NNC6982,-0.6954,52.37643,2,2022
2024031394100,-2.92838,54.88973,2,2024
2022351138349,0.146788,52.218886,2,2022
2024501469936,-3.55321,50.71535,2,2024
2024501475601,-4.03859,51.20651,2,2024
2023471348802,0.500553,50.845541,2,2023
2022531154151,-2.242071,51.851373,3,2022
2024531401797,-2.23245,51.73885,3,2024
2022440182748,-1.312775,50.923634,3,2022
2023320068699,-0.628708,52.78734,3,2023
2022122200458,-0.379528,54.23087,3,2022
2023311275315,-1.21974,52.930427,3,2023
2024311522391,-1.24152,52.92715,2,2024
2022311207514,-1.116501,52.911069,2,2022
2022430126530,-1.331128,51.732918,3,2022
2022430399872,-1.280427,51.669383,3,2022
2024451492829,-0.24581,51.34539,2,2024
2022451142867,-0.553727,51.248729,3,2022
2024451480628,-0.61631,51.22871,3,2024
2023471260121,-0.404183,50.829281,3,2023
2022061238277,-2.217561,53.424471,3,2022
2023061286628,-2.223389,53.488387,2,2023
2024061525710,-2.34041,53.51204,2,2024
2024052401422,-2.70511,53.45379,3,2024
2024052402493,-3.00221,53.46762,2,2024
2023052301089,-3.042199,53.440453,3,2023
2022141196259,-1.378004,53.418548,3,2022
2022101201265,-1.632465,55.026347,3,2022
2023101374065,-1.647556,54.980418,2,2023
2023101299340,-1.433525,55.034993,3,2023
2022201219326,-1.859579,52.470136,2,2022
2023201408343,-1.972514,52.426983,3,2023
2023201418692,-1.937093,52.463846,3,2023
2024201494200,-1.91927,52.48501,2,2024
2023201383708,-1.51564,52.401677,3,2023
2022201226902,-1.971509,52.480931,3,2022
2022201270155,-1.990843,52.619082,3,2022
2023201390224,-1.925043,52.625944,3,2023
2022131134655,-1.743803,53.7926,2,2022
2023131288300,-1.684925,53.852706,2,2023
2024131403095,-1.61804,53.8171,3,2024
2023010454040,0.155528,51.559577,3,2023
2023010461985,-0.190654,51.578294,3,2023
2024010551511,-0.27611,51.61361,2,2024
2024010496352,-0.24452,51.53586,3,2024
2024010532020,-0.12429,51.53004,3,2024
2024010510276,0.01761,51.48658,3,2024
2023010436774,-0.057298,51.537962,3,2023
2023010466577,-0.067215,51.572082,3,2023
2023010435780,-0.197955,51.486702,3,2023
2022010389728,-0.144942,51.595044,3,2022
2022010372414,-0.326524,51.597432,3,2022
2022010382147,-0.424828,51.574675,2,2022
2024010543076,-0.42151,51.52265,3,2024
2023010480526,-0.391504,51.474508,2,2023
2023010477079,-0.09187,51.560192,3,2023
2022010363071,0.054979,51.553369,3,2022
2022010390645,0.060822,51.513492,3,2022
2023010473349,0.049433,51.545184,3,2023
2023010478695,0.108201,51.581912,3,2023
2024010544571,-0.0805,51.47717,3,2024
2022010358571,-0.194302,51.361388,2,2022
2022010372316,-0.02356,51.516868,3,2022
2023010433470,-0.025483,51.527062,3,2023
2022010395638,-0.147595,51.45233,3,2022
2023010479776,-0.18306,51.443973,3,2023
2024010531240,-0.14837,51.44838,3,2024
2024010532545,-0.16071,51.46117,3,2024
2022010353977,-0.196305,51.519005,3,2022
2022991180518,-3.598104,54.874412,3,2022
2023991331355,-2.160455,57.178009,3,2023
2022991256995,-3.573051,55.850932,2,2022
2022991138179,-4.215393,55.849676,3,2022
2024991407768,-4.24834,55.83171,3,2024
2023622300400,-3.178362,51.484253,3,2023
2023610030623,-3.240397,51.689544,3,2023
202417M302624,-1.19548,54.52362,3,2024
2022170L10562,-1.056647,54.53738,2,2022
2022041228516,-3.011497,53.826455,3,2022
2023041381778,-3.032858,53.829509,2,2023
2023302301451,-1.46149,52.903783,2,2023
2024302400503,-1.44069,52.93405,3,2024
2022311216178,-1.142702,52.946518,3,2022
2023522400284,-2.584601,51.428132,3,2023
2023522400726,-2.591943,51.419679,3,2023
2023522301712,-2.467582,51.449887,2,2023
2022401256786,-0.392907,51.886595,3,2022
2023401382919,-0.422075,51.879823,2,2023
2023430016309,-0.629907,51.398702,3,2023
2023430046940,-0.70156,52.157049,2,2023
2022440308423,-1.36302,50.899126,3,2022
2023111326174,-1.600525,54.694925,3,2023
2022070608735,-2.855589,53.195504,3,2022
2024070355960,-2.91907,53.26523,2,2024
2024401526448,-0.4996,51.91894,2,2024
202234NNC7662,-0.687803,52.310524,2,2022
2022122201434,-1.07391,53.786162,3,2022
2024061431226,-2.42376,53.57423,3,2024
2024061437954,-2.08927,53.49691,3,2024
2023141314602,-1.031603,53.507713,3,2023
2024101513723,-1.71179,54.98294,3,2024
2024101487203,-1.50471,55.03955,3,2024
2023101331447,-1.411353,54.974167,3,2023
2022201255585,-1.883854,52.497878,3,2022
2023201388520,-1.853834,52.538021,2,2023
2024201424659,-1.8997,52.47925,3,2024
2024201536518,-1.46739,52.4064,2,2024
2024201494002,-1.91972,52.60266,3,2024
2024201524788,-2.12418,52.56886,3,2024
2024131518416,-1.78477,53.79917,3,2024
2022131239932,-1.625862,53.709834,2,2022
2023010450381,-0.17421,51.578417,3,2023
2022010405862,0.130122,51.444969,3,2022
2024010533833,-0.20305,51.5407,3,2024
2024010525183,-0.12596,51.52625,3,2024
2022010368187,-0.275078,51.528489,3,2022
2022010413789,-0.081824,51.649746,3,2022
2023010420212,-0.063664,51.574145,3,2023
2023010464035,-0.075722,51.546278,3,2023
2022010372969,-0.21141,51.495091,3,2022
2024010550070,-0.21595,51.5018,2,2024
2022010376062,-0.379701,51.436992,2,2022
2022010369796,-0.11996,51.558074,3,2022
2023010439536,-0.093449,51.524851,3,2023
2024010508086,-0.11749,51.55647,2,2024
2023010446045,-0.213874,51.514975,3,2023
2023010483258,-0.027995,51.475262,3,2023
2023010427770,-0.295501,51.449844,2,2023
2022010411529,-0.100849,51.4932,3,2022
2024010516739,-0.0634,51.48624,3,2024
2023010485214,-0.188387,51.373329,2,2023
2024010548275,-0.0542,51.53121,2,2024
2024010543580,-0.16552,51.47973,2,2024
2022010375834,-0.119862,51.511806,3,2022
2023531391889,-2.241826,51.87056,3,2023
2022440007024,-1.089833,51.273251,3,2022
2022440453291,-1.368945,50.821526,2,2022
2024440403528,-1.49819,51.00416,2,2024
2022411257621,-0.448077,51.742658,1,2022
2023461375319,0.216932,51.44353,3,2023
2024461434936,0.21262,51.44514,3,2024
2024461470614,1.08077,51.27856,3,2024
2024461467650,0.33351,51.43507,3,2024
2023041353575,-2.671421,53.76436,3,2023
2023041371844,-2.945279,53.745768,3,2023
2024041489225,-2.23673,53.78247,2,2024
2023332301176,-1.165069,52.578401,3,2023
2024320237020,-0.14503,52.76525,3,2024
2024320330503,0.00482,53.09098,3,2024
2022361136523,0.410746,52.710858,1,2022
2022311139541,-1.196194,53.032147,3,2022
2022430418559,-1.511452,51.783868,3,2022
2024430604985,-1.26355,51.75355,2,2024
2023371283619,1.147314,52.050587,3,2023
2023371340390,0.955123,52.044181,3,2023
2024371450346,1.47971,52.19802,2,2024
2023451333053,-0.595066,51.239764,2,2023
2023451337554,-0.518805,51.432798,2,2023
2023451347381,-0.273335,51.331528,3,2023
2023221292345,-2.218343,52.185072,3,2023
2024991496862,-2.37268,57.28128,3,2024
2022991139060,-4.266787,55.83374,2,2022
2022991190219,-4.129605,55.861374,2,2022
