"count_point_id","year","region_id","region_name","local_authority_id","local_authority_name","road_name","road_type","start_junction_road_name","end_junction_road_name","easting","northing","latitude","longitude","link_length_km","link_length_miles","estimation_method","estimation_method_detailed","pedal_cycles","two_wheeled_motor_vehicles","cars_and_taxis","buses_and_coaches","lgvs","hgvs_2_rigid_axle","hgvs_3_rigid_axle","hgvs_4_or_more_rigid_axle","hgvs_3_or_4_articulated_axle","hgvs_5_articulated_axle","hgvs_6_articulated_axle","all_hgvs","all_motor_vehicles"
18738,2009,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",395,407,11670,461,1550,175,18,9,0,0,0,202,14290
18738,2010,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",430,382,11320,491,1493,184,18,8,0,0,0,210,13896
18738,2011,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",427,379,11229,505,1481,183,19,9,0,0,0,211,13805
18738,2012,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Counted","Manual count",645,306,8445,79,898,239,13,5,0,0,0,257,9985
18738,2013,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",532,293,8126,77,936,254,15,6,0,0,0,274,9707
18738,2014,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",534,299,8403,75,975,252,16,6,0,0,0,274,10026
18738,2015,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",504,311,8888,70,937,235,16,6,0,0,0,257,10462
18738,2016,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",521,333,8704,74,966,231,15,8,0,0,0,254,10332
18738,2017,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",509,345,8702,71,958,227,16,7,0,0,0,250,10326
18738,2018,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",503,348,8694,69,977,228,16,5,0,0,0,249,10337
18738,2019,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",471,367,8717,68,977,224,16,6,0,0,0,246,10375
18738,2020,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Counted","Manual count",501,344,4628,2,1063,149,12,3,1,0,0,164,6201
18738,2021,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",448,392,4993,2,1133,157,13,3,1,0,0,174,6694
18738,2022,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",458,452,5129,2,1230,167,13,3,1,0,0,185,6998
18738,2023,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",470,459,5118,2,1252,166,13,3,1,0,0,184,7014
18738,2024,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",525,480,5088,2,1259,165,13,3,1,0,0,183,7011
18738,2025,6,"London",109,"Westminster","A3213","Major","Hobart Place","A3214",528600,178960,51.49496570,-0.14886795,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",570,480,5033,2,1262,164,13,3,1,0,0,181,6958
26114,2000,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1599,1970,14888,2088,2661,327,24,10,13,3,3,380,21987
26114,2001,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1657,2220,13920,2078,2653,302,26,9,12,3,4,356,21227
26114,2002,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Counted","Manual count",691,1306,8198,1167,3380,526,36,13,12,6,2,595,14646
26114,2003,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Counted","Manual count",1436,3701,11162,1588,2377,402,56,10,6,8,1,483,19311
26114,2004,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",2050,4803,12145,1713,2534,377,55,10,6,8,2,458,21653
26114,2005,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Counted","Manual count",2425,2262,8261,1827,2456,117,19,7,4,3,3,153,14959
26114,2006,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",2765,2538,8501,2049,3103,107,17,7,4,3,3,141,16332
26114,2007,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",2332,2107,7736,2135,2985,115,18,8,4,3,4,152,15115
26114,2008,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Counted","Manual count",1281,1616,8049,1835,2323,418,29,27,14,2,7,497,14320
26114,2009,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1302,1508,7800,1916,2175,386,29,26,12,2,6,461,13860
26114,2010,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Counted","Manual count",2272,1530,6808,2305,2064,339,26,8,13,10,0,396,13103
26114,2011,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",2253,1518,6754,2369,2048,338,28,9,10,10,0,395,13084
26114,2012,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",2280,1445,6206,2286,2006,363,32,11,8,10,0,424,12367
26114,2013,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1882,1386,5971,2222,2093,385,37,13,8,12,0,455,12127
26114,2014,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1889,1411,6175,2153,2180,382,40,14,7,11,0,454,12373
26114,2015,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1782,1467,6531,2019,2093,356,40,13,9,11,0,429,12539
26114,2016,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1843,1574,6396,2135,2159,350,38,18,9,11,0,426,12690
26114,2017,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1800,1632,6394,2049,2141,344,40,16,8,11,0,419,12635
26114,2018,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1778,1644,6389,1972,2185,346,40,13,8,10,0,416,12606
26114,2019,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Counted","Manual count",1213,1070,10764,1650,2090,236,45,24,4,5,0,314,15888
26114,2020,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1501,815,8160,1375,1822,208,38,20,4,5,0,274,12446
26114,2021,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1341,930,8803,1387,1943,220,41,22,4,5,0,291,13353
26114,2022,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1373,1072,9042,1404,2109,234,43,22,4,5,0,309,13936
26114,2023,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1408,1088,9023,1416,2146,233,42,22,4,5,0,305,13978
26114,2024,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1573,1137,8970,1429,2159,232,41,21,4,5,0,303,13999
26114,2025,6,"London",109,"Westminster","A4","Major","St James St","Regent Street/ Picc Circus",529395,180534,51.50892987,-0.13684504,0.5,0.3,"Estimated","Estimated using AADF from previous year on this link",1708,1139,8873,1447,2163,230,41,21,4,5,0,301,13922
26146,2000,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Counted","Manual count",1940,1289,29287,1595,2502,478,99,43,18,13,34,685,35358
26146,2001,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",2010,1453,27383,1587,2495,441,107,41,17,12,41,659,33577
26146,2002,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1918,1367,24426,1835,2258,453,119,46,14,9,41,682,30568
26146,2003,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",2681,1753,25037,2099,2985,399,111,44,11,6,37,608,32482
26146,2004,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",3827,2275,27240,2265,3182,373,109,46,12,7,47,594,35556
26146,2005,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Counted","Manual count",1885,1942,24466,1753,6276,896,96,61,51,38,26,1168,35605
26146,2006,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",2149,2179,25177,1967,7930,820,86,60,48,35,29,1078,38331
26146,2007,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1812,1809,22911,2049,7628,879,92,70,46,38,34,1159,35556
26146,2008,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1774,1688,22087,2176,7140,863,102,73,42,35,34,1149,34240
26146,2009,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Counted","Manual count",1018,1471,24702,2402,5320,960,89,53,12,20,39,1173,35068
26146,2010,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1107,1382,23961,2560,5123,1009,89,45,13,18,39,1213,34239
26146,2011,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1098,1371,23770,2632,5082,1006,95,51,10,18,41,1221,34076
26146,2012,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1111,1305,21840,2539,4979,1082,110,62,8,17,42,1321,31985
26146,2013,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Counted","Manual count",1624,1579,23144,2383,5523,911,49,43,9,2,30,1045,33674
26146,2014,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1629,1608,23934,2309,5754,904,53,46,8,2,31,1044,34649
26146,2015,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1537,1672,25314,2165,5525,843,54,43,10,2,30,982,35657
26146,2016,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1590,1794,24792,2289,5698,828,50,60,10,2,34,985,35558
26146,2017,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1553,1859,24784,2197,5651,814,54,51,9,2,34,964,35456
26146,2018,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Counted","Manual count",1250,1453,24880,1884,6685,574,128,121,36,56,58,973,35877
26146,2019,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1171,1534,24945,1873,6682,565,130,127,36,56,57,971,36005
26146,2020,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Counted","Manual count",1629,1310,14658,1357,3294,558,77,73,15,11,43,777,21397
26146,2021,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1455,1495,15814,1368,3512,588,84,80,16,12,46,826,23015
26146,2022,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1490,1724,16243,1385,3813,627,88,82,17,13,45,873,24038
26146,2023,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",1527,1749,16209,1396,3880,624,86,80,17,12,42,861,24096
26146,2024,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Counted","Manual count",2758,2282,18023,1120,4736,283,87,60,16,14,35,494,26655
26146,2025,6,"London",109,"Westminster","A5","Major","Praed St","A501/A4209",527180,181580,51.51883269,-0.16836775,0.2,0.1,"Estimated","Estimated using AADF from previous year on this link",2994,2285,17829,1133,4745,280,86,58,15,14,34,488,26480
26429,2000,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",1028,3316,75327,1296,11337,2438,173,305,203,136,115,3370,94646
26429,2001,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",1065,3737,70430,1290,11303,2248,187,287,190,124,137,3173,89933
26429,2002,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",1439,4276,64509,1098,7985,2035,134,216,166,151,94,2796,80664
26429,2003,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",1358,5418,63478,1259,8031,2224,203,378,129,72,44,3050,81236
26429,2004,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",1937,7033,69064,1358,8561,2082,201,387,143,74,55,2942,88958
26429,2005,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",2184,6660,69271,1348,9554,2297,216,450,106,54,49,3172,90005
26429,2006,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",2490,7474,71286,1513,12070,2103,193,435,99,50,55,2935,95278
26429,2007,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",2100,6203,64871,1576,11612,2255,206,513,97,54,64,3189,87451
26429,2008,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",2055,5788,62535,1675,10869,2212,228,536,87,50,65,3178,84045
26429,2009,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",1471,3839,55606,1367,10060,2121,253,325,180,125,76,3080,73952
26429,2010,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",1496,4584,62148,1505,11359,2104,179,262,117,124,72,2858,82454
26429,2011,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",1240,2734,58978,1465,9821,2202,282,213,103,60,164,3024,76022
26429,2012,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",1246,3512,53479,1647,9914,2357,242,418,29,39,169,3253,71806
26429,2013,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",2157,4053,61330,1973,15688,1834,303,311,7,261,388,3104,86147
26429,2014,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",2113,5102,57845,1819,10494,2798,228,279,79,91,147,3621,78880
26429,2015,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",2054,5240,60146,1771,10548,2720,205,275,50,92,106,3447,81152
26429,2016,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",2125,5622,58905,1873,10879,2672,192,386,51,93,120,3515,80794
26429,2017,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",2075,5827,58887,1798,10788,2627,204,331,46,93,117,3419,80718
26429,2018,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",2050,5871,58835,1730,11009,2639,202,267,46,90,112,3357,80801
26429,2019,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",900,4041,48378,1673,10035,2139,187,235,42,31,95,2730,66856
26429,2020,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",1114,3078,36673,1394,8748,1893,155,194,36,28,83,2389,52282
26429,2021,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",1028,3682,36792,1207,10124,2105,196,302,66,42,103,2815,54619
26429,2022,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",1053,4245,37790,1221,10991,2245,208,309,72,44,101,2979,57227
26429,2023,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",994,3544,36873,1490,8382,2030,183,175,39,28,88,2542,52831
26429,2024,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Estimated","Estimated using AADF from previous year on this link",1111,3706,36657,1505,8430,2021,180,171,39,29,84,2524,52821
26429,2025,6,"London",109,"Westminster","A501","Major","Old Marylebone Rd","A41 Gloucester Place",527600,181860,51.52125442,-0.16221634,0.4,0.2,"Counted","Manual count",1522,3271,37154,1576,11117,838,173,135,41,42,64,1293,54412
26432,2000,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",1111,2570,30119,977,4612,929,60,22,11,8,9,1039,39317
26432,2001,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Counted","Manual count",733,2208,29817,1129,4850,780,49,24,20,7,11,891,38895
26432,2002,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",699,2077,26597,1305,4390,802,55,27,17,6,11,918,35287
26432,2003,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Counted","Manual count",585,1899,27205,1571,3515,759,82,30,11,19,10,911,35101
26432,2004,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",834,2465,29599,1696,3748,710,81,30,12,20,12,865,38373
26432,2005,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Counted","Manual count",1170,3341,26159,1454,4736,1099,90,38,4,10,1,1242,36932
26432,2006,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",1334,3750,26919,1631,5984,1007,80,37,3,9,1,1137,39421
26432,2007,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Counted","Manual count",491,2107,27943,1628,5466,834,51,26,12,7,24,954,38098
26432,2008,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",481,1966,26937,1729,5116,818,56,27,11,7,24,943,36691
26432,2009,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Counted","Manual count",1051,2076,26216,1483,3981,617,47,20,31,5,4,724,34480
26432,2010,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",1143,1949,25429,1581,3834,648,47,18,36,5,4,758,33551
26432,2011,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",1134,1933,25226,1625,3803,646,51,20,28,5,4,754,33341
26432,2012,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",1148,1840,23178,1568,3726,695,59,24,21,5,4,808,31120
26432,2013,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Counted","Manual count",1468,1578,22209,1363,4973,564,83,37,1,16,22,723,30846
26432,2014,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",1473,1606,22967,1320,5181,560,90,39,1,14,22,726,31801
26432,2015,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",1390,1670,24292,1238,4975,522,90,36,1,13,22,686,32860
26432,2016,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",1437,1792,23790,1309,5131,513,85,51,1,14,25,689,32711
26432,2017,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",1404,1857,23783,1257,5089,504,90,44,1,14,25,678,32662
26432,2018,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",1387,1871,23762,1209,5193,507,89,35,1,13,24,669,32704
26432,2019,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Estimated","Estimated using AADF from previous year on this link",1300,1974,23824,1202,5190,498,90,37,1,13,24,663,32853
26432,2020,6,"London",109,"Westminster","A402","Major","Westbourne Street","Marble Arch",527000,180830,51.51213285,-0.17123077,1.1,0.7,"Counted","Manual count",1071,1101,10329,826,2551,395,32,203,4,2,6,643,15450
